year,country,R_geomean_logit,GM_PM25,sro_year,ssro_year,TempChange,Urban,CPI,CHERate,OutPocketRate,lnPopDensity,lnTravel,WASHIndex,ImmIndex,AMC,IncomeGroup
12,240,NA,8.7,0.438405051,1.168808082,0.88,73.687,21,5.311723063,35.32572406,0.940647726,7.347934679,83.23814908,97.4,13.85205479,UM
12,167,NA,66.4,0.008134968,3.50E-06,2.18,82.084,47,3.651168331,18.9451395,1.136147673,7.114777732,91.58548212,98,24.35616438,H
12,162,NA,21.9,0.523593325,1.212978206,1.161,54.993,35,9.507516126,36.40253489,1.921003595,5.834420704,81.51100264,93,18.7,UM
12,207,NA,13.4,1.323757889,4.769593517,1.059,100,93,3.144795488,41.45875688,3.859247126,7.066027595,100,96.4,18.00821918,H
12,177,NA,22,0.928879786,1.414276676,0.685,54.685,40,7.668218268,22.80061301,2.049640002,NA,95.62912213,98.66666667,25.69041096,H
12,178,-4.162594812,18.5,2.024580565,4.868181629,0.769,52.658,64,8.572185199,12.65018045,2.007260423,6.311541958,90.89355111,95.8,13.354312,H
12,144,NA,20.3,0.22113462,0.042495595,1.083,62.218,45,7.79272783,7.995062814,1.630310295,7.053193728,78.70788122,71.5,27.61643836,UM
12,205,-4.394020276,10.2,0.645346771,0.656482071,0.908,78.442,61,9.137086253,20.29029201,1.969191862,7.971943481,97.96977726,95.6,33.32876712,H
12,176,NA,26.6,3.297540701,3.809071522,1.105,18.226,32,3.73569712,53.29795246,2.517973356,5.88422877,78.55903149,99,10.87671233,LM
12,234,NA,43.9,0.066680773,0.004998602,NA,33.089,16,5.475978164,61.31344664,1.15229778,5.694605199,42.04763921,87,9.1,LM
12,158,-4.852792061,5.8,0.145876161,2.890807979,-0.279,85.056,92,8.353416514,16.37858255,1.362159324,6.714581209,98.68348612,84.66666667,15.203778,H
12,159,NA,15.3,2.961033378,5.101098883,0.459,73.607,87,10.06851489,26.18807541,2.296736818,6.935910136,99.05909556,92.2,14.37534247,H
12,185,-1.760257463,27.9,2.111628205,2.875130274,1.405,43.856,35,3.389728323,14.49737937,2.125905612,7.202379321,79.94052511,97.2,19.5369863,UM
12,190,NA,25.2,0.022753963,0.008711759,1.752,66.657,43,5.587111596,42.1058315,1.845890533,6.893650817,83.80510442,97.8,28.44931507,UM
12,239,NA,28.6,1.009879621,0.836047904,2.377,70.825,44,5.020791013,16.87221739,1.978201474,7.518474457,85.96280089,96,46.26849315,UM
12,241,NA,19.2,0.187106357,0.453501341,1.649,68.596,24,6.58783038,41.85197684,1.898617234,7.382269257,85.43564696,58.16666667,10.2630137,LM
12,5,NA,59.4,0.000860681,0,1.482,84.087,63,3.878305027,17.94574471,2.077105875,NA,99.34324051,94.66666667,21.86027397,H
12,220,-4.447907003,10.6,0.217252419,2.672597519,-0.05,81.302,76,9.991804396,14.34599904,2.414037253,7.482845011,99.39803314,91,22.94520548,H
12,130,-3.21685012,6.6,0.50205962,1.206465183,0.695,80.772,71,16.09899908,12.36244609,1.52911941,8.210251618,98.30899285,91.8,32.15890411,H
12,200,-1.013901091,22.2,5.25393536,7.488090611,1.227,88.083,20,6.829588113,38.45790163,1.512615949,5.728353782,76.67419881,72,15.43013699,UM
12,222,NA,27.7,3.956420814,5.639048721,1.092,30.417,27,4.69283677,37.42028156,2.445614071,6.703291378,70.61862703,90,17.24657534,LM
12,223,NA,25.8,1.472713077,1.873520013,1.21,39.355,30,3.718891156,24.46971814,1.268413242,5.911157609,46.44996101,86.8,7.3,LM
12,92,NA,19.6,0.455035506,0.141165063,0.935,33.196,24,10.5140948,34.43103389,1.521014677,6.350054094,46.79989196,91.4,6.9,L
12,64,NA,22.3,8.616771015,14.0363625,1.037,77.964,35,7.000088256,17.00355738,1.606306831,6.230704314,72.39999171,85,6.783561644,UM
12,197,NA,22.3,5.355692455,3.78009661,0.685,48.403,32,6.126978256,58.94913991,2.124077288,6.14113609,74.9320878,94.8,4.9,LM
12,72,NA,19.8,2.882828699,6.860495898,1.115,26.634,27,3.545912683,34.74687138,0.579726696,5.181843588,80.21612647,93.33333333,7,LM
12,73,NA,16.6,0.249326339,0.07788655,1.306,56.827,29,2.685767219,27.29583427,0.781454461,6.612465964,92.22617112,97.83333333,15.55616438,UM
12,125,NA,5.2,0,0,0.345,73.568,NA,12.13065914,1.344912335,2.472398858,3.662757823,87.52838106,94.5,7.8,LM
12,172,NA,12.9,0.578193101,0,1.177,18.45,NA,5.009275746,54.76262671,2.447501161,5.992995098,89.398855,92.83333333,8.3,UM
12,166,NA,9.3,0,0,1.019,53.336,48,4.790782054,29.04673664,2.290373394,5.281033367,97.36815968,98.83333333,18.2,UM
12,198,NA,7,NA,NA,1.054,94.594,NA,NA,NA,2.490788928,6.403292145,98.92081289,NA,17.3,H
12,97,NA,4.5,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,3,NA,43.3,0.849514917,0.1254404,1.613,23.737,14,8.397976864,78.99665062,1.635689252,NA,44.56169028,59.5,10.3,L
12,1,NA,18.6,5.551844554,4.787296781,1.191,52.163,33,6.238238417,59.94451993,2.026593053,6.38327665,76.41905514,98.83333333,15.4,UM
12,2,NA,37.1,0.014497006,0.005297693,2.265,67.54,29,5.116609023,28.88244355,1.177671655,6.315970345,82.83167312,95.66666667,24.50136986,UM
12,131,NA,4.2,NA,NA,1.311,87.594,NA,NA,NA,2.438138718,4.363611987,78.0067666,NA,9.3,UM
12,15,NA,28,0.751321945,2.283596612,1.194,59.783,19,2.69480601,19.34375608,1.272788677,5.62838893,54.1222983,59.4,5.5,LM
12,16,NA,10,NA,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,17,NA,10.2,0,0,1.153,26.238,NA,5.377630611,24.68379805,2.289502807,5.896526217,98.36454773,97,19.5,UM
12,213,NA,29.3,2.109724972,1.962761191,2.775,63.44,26,9.234371122,77.62413045,2.014888467,5.835056102,79.10358995,87.83333333,13.7,LM
12,8,NA,28.7,0.844787113,0.889112885,2.327,53.406,24,2.440404565,57.92219545,2.03958203,6.2929203,80.74051496,88.4,9.9,UM
12,22,NA,6.9,0.083381531,0.000480443,0.314,82.427,NA,5.280959797,27.59658692,1.571591336,6.72057272,96.99459876,93.2,17.3,H
12,20,NA,13,0,0,1.147,31.87,78,6.77196623,38.08009062,2.805407594,6.07809415,94.98884625,88.6,18.3,H
12,41,NA,15.7,1.077894652,1.118105807,0.843,45.228,NA,4.464906958,24.62802132,1.149873529,6.022840611,90.14632825,95.83333333,7.5,LM
12,32,NA,40.7,1.393511009,1.177775105,1.23,43.093,28,2.996773808,44.99471136,1.923079541,NA,25.44935137,77.4,5.1,L
12,29,NA,5.1,NA,NA,NA,100,NA,NA,NA,3.081347308,5.763427994,99.95887367,NA,18.1,H
12,35,NA,40.9,1.607960687,2.285141164,0.68,66.43,28,5.201751437,33.27740154,0.974841088,5.831869774,60.30396688,91.6,15,LM
12,40,NA,21.2,0.038462088,0.00018749,0.936,62.412,58,6.472242838,4.993563399,0.567115719,NA,78.92140497,96.25,7.4,UM
12,199,NA,7.4,NA,NA,1.053,44.814,NA,NA,NA,2.264124917,5.51851394,98.62536334,NA,NA,NA
12,44,NA,39.6,4.492492768,5.53269645,NA,10.642,18,11.27515165,28.20030695,2.550714235,5.152288344,51.59644755,94.2,4.2,L
12,60,NA,15.1,0.009129365,0,NA,61.821,51,4.077828333,28.08193253,2.11170936,5.526339277,71.06804853,98.5,8.2,LM
12,93,NA,43.2,2.488893065,4.009482814,1.181,51.559,22,3.577029445,76.0213636,1.623778683,5.758154622,65.65066387,82.6,5.1,LM
12,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,95,NA,8.2,NA,NA,0.989,100,NA,NA,NA,2.352777255,6.275541688,93.15078865,NA,NA,H
12,228,NA,32.5,0.999162024,1.459765483,1.162,38.904,21,3.56660789,59.52026517,0.873918056,4.73078227,30.38923583,52.6,4.1,L
12,224,NA,50.1,0.245777031,0.054978303,1.181,21.985,17,4.069088139,67.58454031,0.975259764,4.851258349,19.81955053,45,4.5,L
12,98,NA,12.1,1.311585402,0,0.88,27.973,21,4.993361786,80.46083547,2.547173355,4.184691436,58.16821445,75.6,6.1,L
12,62,NA,38.1,0.945016607,1.86345044,1.255,63.256,21,1.85152569,42.15446511,1.113785238,5.298853076,53.24014255,78,4.9,LM
12,103,NA,4,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA,17.6,NA
12,65,NA,18.1,16.29314547,17.88020769,0.989,71.736,53,8.028497668,25.38431441,1.956772809,6.39707055,80.0072996,86.83333333,5.6,UM
12,99,NA,22.3,1.110067144,2.26736935,1.298,47.33,22,4.351428076,58.5125606,1.822267658,5.401400541,37.13876475,75,5,LM
12,69,NA,9.7,0.582892605,0.145349078,0.957,76.597,37,NA,9.181970929,2.025605117,6.403463701,80.71418675,97.83333333,10.3,UM
12,47,NA,19.7,2.71896032,4.511259069,0.384,60.377,NA,NA,NA,2.311795821,NA,85.72214914,93,10.1,L
12,63,NA,40.6,1.521440668,2.829373649,1.347,40.013,20,3.859933236,37.05029924,1.466649793,4.908485019,34.90895053,67.4,5.3,L
12,82,NA,36.8,0.091090773,0,1.037,76.999,32,NA,29.03930949,1.598296112,4.707570176,61.03558681,87.8,7.1,LM
12,53,NA,13.4,0,0,1.193,68.094,52,5.155277647,38.80086662,1.962243023,5.774516966,87.87064808,98,9.8,UM
12,52,NA,13.6,2.099577479,0.87649434,1.222,73.753,30,4.923015551,36.44626992,2.306113271,6.651084089,69.76159072,87.4,5.657534247,UM
12,160,NA,29.9,5.07633255,4.763748132,0.496,65.452,36,8.902351588,37.8086565,2.469938098,6.205745541,89.6836066,88.83333333,4.9,LM
12,55,NA,36.4,0.327557208,0.071400711,1.644,35.175,26,4.261510122,49.40818801,1.414978083,4.924279286,30.2257753,95.2,4.7,L
12,180,NA,20.4,0.754937602,0.284421996,1.287,22.48,32,8.59026668,10.45542197,1.805832652,6.128076013,57.62796508,93,6.7,LM
12,231,NA,6.3,2.473297067,4.149422245,0.978,52.171,NA,3.700684448,22.3707224,1.694991125,5.840106094,74.57252416,97.66666667,7.1,LM
12,58,NA,16.3,NA,NA,1.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,39,NA,4.4,NA,NA,0.76,60.317,NA,NA,NA,1.912539414,5.252853031,97.25282703,NA,NA,H
12,89,NA,28.6,2.442028315,5.349635241,1.08,85.533,28,2.475297717,25.50564834,0.822212803,NA,75.14009958,71.6,5,UM
12,61,NA,40.1,1.271619072,0.6780646,1.324,55.662,32,4.119017048,18.03235778,2.282010762,4.959041392,58.49980372,95,5,L
12,66,NA,13.2,0,0,1.201,35.865,NA,5.418897408,56.57120722,2.525574483,5.648360011,93.17631525,93.8,8.5,UM
12,70,NA,12,NA,NA,1.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,71,NA,3.7,NA,NA,NA,94.099,NA,NA,NA,2.484840064,6.07809415,96.91429651,NA,18.7,H
12,84,NA,31.5,3.14291336,5.391770351,1.321,33.678,20,3.427455637,69.29215455,1.621160721,4.093421672,52.12360952,68.2,5,L
12,85,NA,33.6,1.91968048,2.808917873,1.328,40.111,21,6.92516692,37.3838586,1.746114649,4.348304848,30.16780122,84,3.8,L
12,74,NA,15.3,2.275006484,0.2155832,1.206,47.509,22,4.548209664,33.30967205,2.552842977,5.899273187,47.04375088,69.75,5.4,L
12,80,NA,24.7,3.80920688,2.184390532,0.806,51.885,24,8.724408384,46.262525,1.878113385,6.293362555,73.27980245,97.6,4.9,LM
12,217,NA,27.4,0.135088136,0.026006565,2.321,91.826,61,7.164864688,23.81169572,2.546902845,6.537063143,97.40081982,94.8,17,H
12,212,NA,18,2.12896786,0.612724412,1.183,53.743,33,5.294608505,23.48727912,2.402153533,6.452093249,85.42647495,87,6.6,UM
12,81,NA,4.7,0,0,0.312,47.39,32,9.263500165,0.122665522,2.12491863,NA,40.74568982,79,5,LM
12,83,NA,20.9,3.845281335,1.80233194,1.402,35.306,20,6.904037711,43.09150428,1.453380524,6.087781418,85.17585075,95.83333333,16.2,L
12,105,NA,32.8,1.340596495,0.11690769,1.025,24.798,35,8.659267058,20.55803047,1.823639799,5.629409599,36.71421092,89.66666667,7.6,LM
12,119,NA,15.9,0,0,0.683,36.434,23,8.486760271,40.07978324,3.08107714,5.898725182,93.80888843,96.6,17.6,UM
12,126,NA,16.5,NA,NA,1.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,129,NA,49.2,0.028335124,0.000202676,2.02,46.588,23,2.715760313,62.63608881,0.520825379,NA,50.426906,66.4,6,LM
12,136,NA,4.3,0,0,0.217,22.298,NA,11.54652002,3.233531824,2.186665794,4.650307531,82.30229974,77.5,6.7,LM
12,132,NA,19.2,0.184868604,0.042992112,0.306,67.567,27,3.739046973,28.05504697,0.239398747,5.745855195,61.53817725,96.5,21.2,LM
12,139,NA,23.1,0.250830329,0.242145224,2.02,58.018,34,5.482748235,55.61273159,1.861786714,6.989093693,70.10482395,98.8,13.99452055,LM
12,141,NA,19,0.668298913,0.363519987,1.105,31.83,27,5.438333437,7.11211924,1.467485215,6.263872677,32.86227777,78.6,5.1,L
12,143,NA,18.3,0.070277172,0.010109926,1.214,41.616,44,9.587908083,9.276327178,0.406515666,6.046885191,51.87876324,82.4,8.9,UM
12,208,NA,6.8,NA,NA,1.254,67.102,NA,NA,NA,1.135529306,4.995635195,97.34360758,NA,NA,H
12,148,NA,19.5,3.284626593,4.080634621,0.868,56.917,25,7.709408987,37.48913057,1.687171333,6.029789471,72.37635262,98.6,4.9,LM
12,149,NA,62,0.02301549,0.001144619,1.557,16.221,26,4.948042805,55.53378709,1.118676375,4.86923172,19.39630796,72.6,5.2,L
12,151,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,NA
12,31,NA,3.2,NA,NA,NA,90.949,NA,NA,NA,2.070335062,5.57863921,90.75830092,NA,16.6,H
12,154,NA,4.8,0,0,0.598,74.817,NA,11.30005568,16.75769939,1.605351898,4.929418926,92.75693218,56.2,18.8,UM
12,26,NA,15.2,12.61182525,12.251632,0.978,65.14,36,7.222650544,31.44028257,1.687919732,6.237040791,86.35957288,92,4.9,UM
12,21,NA,15,13.67579829,12.6433186,1.007,13.019,21,2.021187964,12.28368158,1.2238925,5.164352856,47.48341465,66.8,7.1,LM
12,24,NA,23.5,0.832065653,0.852196642,0.326,59.261,22,5.465341139,53.92941611,1.161952839,6.501196242,75.65805662,89,12.3,LM
12,36,NA,7.2,NA,NA,1.177,93.825,58,NA,NA,2.622797321,6.641374945,82.45048627,NA,25.25479452,H
12,114,NA,39.7,3.467010519,2.608661795,NA,16.934,40,8.082710862,11.08739055,2.621048696,5.824125834,54.29549121,96.2,9.6,L
12,170,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,171,NA,10.3,0,0,1.153,31.322,NA,5.213498458,55.214917,2.26083248,5.79518459,96.63339271,95.33333333,17.2,UM
12,175,NA,13,0,0,1.2,48.961,NA,4.301928622,32.234644,2.447587341,5.36361198,92.53552955,95.83333333,8.8,UM
12,161,NA,4.4,2.198351032,5.961331287,1.246,20.078,41,5.221700102,12.63165323,1.837517055,5.113943352,78.46930474,65.83333333,8.9,LM
12,169,NA,14.7,0,0,1.049,64.952,30,6.845617926,21.06502571,2.27812933,3.903089987,40.38030908,97,8.1,LM
12,164,NA,43.2,0.629083975,0.236870592,1.432,43.773,29,4.02720239,48.6773373,1.813456854,5.957128198,49.05737636,86.4,5,LM
12,163,NA,22.9,5.10860728,9.142247479,1.405,38.856,24,10.94898616,64.02028344,1.950246255,NA,28.44786234,87,4.6,L
12,183,NA,9.2,3.562854717,7.822616339,0.69,20.048,28,4.606602941,4.096975086,1.28570762,4.311753861,49.00576352,83.8,6,LM
12,182,NA,20.4,0.047885553,0.002180352,1.091,39.31,11,NA,NA,1.282641657,NA,37.84742146,45.25,4,L
12,235,NA,26.2,0.547327679,0.312601375,NA,17.86,NA,NA,NA,NA,NA,NA,NA,4.6,NA
12,181,NA,18.1,2.388686834,6.16960572,1.509,66.344,NA,5.029873385,23.58067236,0.544131673,5.31386722,70.79724032,89.75,9.3,UM
12,211,NA,39.4,0.048380475,0.013729257,2.475,55.6,25,NA,53.99999982,2.085092156,7.040206628,94.41430078,84,19.5,LM
12,184,NA,20.6,3.11333352,0.943118968,1.342,26.52,21,5.734317887,70.4335147,1.736052418,5.204119983,76.39933203,94.66666667,17.6,L
12,237,NA,13,4.739053241,1.602756381,0.971,27.732,25,6.471139244,11.56462607,1.864511879,4.602059991,59.85589066,72.25,8.1,LM
12,51,NA,33.3,1.861822359,2.245588527,1.249,37.533,24,4.422056943,62.13307072,2.082168914,5.305351369,23.68439171,82.8,5,L
12,193,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,NA
12,187,NA,4.7,0,0,0.869,23.389,30,4.818510766,8.501914512,2.173603036,4.812913357,71.34317918,98.83333333,7.1,LM
12,189,NA,16.1,0.741304418,0.667815159,1.247,54.025,36,5.163333566,46.56803328,2.439192909,5.69019608,94.57096737,89,17.2,H
12,188,NA,6.5,NA,NA,1.185,90.228,NA,NA,NA,1.495412868,5.953759692,NA,NA,NA,H
12,191,NA,6,0,0,0.922,54.796,NA,15.49187359,0.645150704,2.546131205,3.230448934,65.54208228,89.66666667,8.4,LM
12,202,NA,30.8,1.691710157,1.961971759,1.425,19.383,25,6.761703819,37.39066488,2.207605524,5.975891136,31.3610218,79.6,7.5,L
12,186,NA,24.1,0.950545192,0.78119882,1.013,28.114,27,5.048180817,31.89402853,1.706942225,5.893761762,34.06772801,93.4,15.4,L
12,203,NA,10.4,1.311185576,1.443151258,0.261,94.414,69,8.187023326,20.47283435,1.282300668,6.43264866,97.51910361,95.8,15.1369863,UM
12,204,NA,32.4,0.235748766,0.104024394,1.827,50.956,16,5.289210014,58.04501647,1.816415798,5.989004616,85.52284008,91.33333333,11.3,LM
12,195,NA,8.4,0.981166464,1.648423711,0.878,24.462,36,3.526240431,8.853834693,1.303964639,5.376029176,66.26553525,77.25,7,LM
12,194,NA,4.7,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,214,NA,47.2,0.201235145,0.019792658,NA,31.776,22,5.159321172,74.01690014,1.670859713,6.01494035,49.28835343,67.33333333,12.3,LM
12,48,NA,35,4.540527597,9.309325296,0.979,65.94,19,1.818365269,66.19493346,1.591292423,NA,60.92410352,57.5,7.4,H
12,57,NA,4.7,NA,NA,0.26,40.926,NA,NA,NA,1.540049664,NA,96.96115857,NA,NA,NA
12,226,NA,14.5,NA,NA,1.318,100,NA,NA,NA,3.495016759,NA,100,NA,NA,H
12,67,NA,1.2,NA,NA,3.058,84.383,NA,NA,NA,-0.858109832,NA,100,NA,16.3,H
12,111,NA,14.8,4.832477074,5.940672257,0.48,14.464,NA,NA,NA,2.351288883,4.808210994,99.23425596,NA,NA,H
12,140,NA,16.8,1.828916071,1.549427257,0.452,100,NA,NA,5.368870465,4.213996454,5.445604203,100,95.8,15,H
12,229,NA,5.2,0,0,NA,100,NA,12.86878093,2.418212041,2.70931237,NA,87.04699027,99,6.6,NA
12,173,NA,15.9,0.225190997,1.484567511,0.696,95.74,NA,5.670618776,13.60634337,2.721645766,6.29578694,98.0385,89,17.5,H
12,192,NA,34.1,0.018980695,0.000753756,1.891,48.491,16,4.995813136,70.99907314,1.049610122,NA,92.00139393,91.16666667,12.3,LM
12,168,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,155,NA,4.3,NA,NA,-0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,112,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,230,NA,18.4,0.541675642,2.767349147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,206,NA,36.8,NA,NA,1.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,196,NA,NA,NA,NA,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,14,NA,11.2,1.831959193,0.374745197,0.471,88.819,NA,NA,11.33479893,2.182323575,6.932016906,93.17746016,96.2,17.6,H
12,6,NA,10.5,NA,NA,1.309,43.059,NA,NA,NA,2.74620592,6.144262774,98.20531715,NA,NA,H
12,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,145,NA,NA,0.001114698,0.00742826,0.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,133,NA,10.1,NA,NA,1.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,127,NA,13.4,NA,NA,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,96,NA,NA,NA,NA,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,77,NA,NA,NA,NA,1.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,146,NA,NA,NA,NA,0.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,153,NA,4.1,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,174,NA,4.9,NA,NA,1.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,179,NA,NA,NA,NA,2.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,4,NA,20,0.540742236,0.48230616,0.386,90.99,30,9.35939239,26.89295948,1.178319302,6.826269219,83.84948099,93.33333333,17.2739726,UM
13,19,NA,5.8,0.33226547,0.672163291,0.208,85.3,88,9.022776745,19.17248369,0.463592373,6.761251074,98.64466655,92,31.27945205,H
13,18,-4.12864428,15.7,1.332476525,2.901018289,1.373,57.115,78,10.04585988,18.73956338,2.00728778,7.361954365,99.6510292,84.8,20.21369863,H
13,25,NA,56.6,0,0,1.431,88.695,51,3.865176166,26.31511828,3.198734846,6.828144107,97.59678224,98.8,18.9,H
13,134,NA,65.1,3.39078652,9.244281535,0.144,31.225,27,2.364181778,68.17604838,3.062190847,5.195899652,55.73456107,94.2,11.43013699,L
13,28,NA,16.9,0.094168082,0.806078218,1.017,75.188,24,4.751265391,33.58784441,1.668663107,6.769155691,92.61768901,85.66666667,16.6,UM
13,33,-4.502224395,15.7,0.162831948,1.876482623,1.289,97.698,75,10.39882554,19.59737988,2.561744906,6.874713689,95.81930858,94.4,25.367297,H
13,42,NA,24.3,15.68280445,9.368955649,0.534,35.585,57,3.103769225,16.34392764,1.272172386,4.819543936,68.56624224,95,15.4,LM
13,37,NA,32.1,0.638129365,1.67272344,1.117,45.878,32,9.171121285,29.46848562,1.863966342,5.593286067,84.96922526,88.83333333,16.83835616,UM
13,27,NA,19.6,2.580441763,5.43502451,0.814,84.631,38,7.788191274,29.29958544,1.374961801,6.735039705,79.0955096,94.16666667,14.8,UM
13,201,NA,10.2,5.604669176,9.953568742,0.725,75.31,52,1.864097307,8.471868514,1.881881424,NA,94.46595527,95,17.4,H
13,30,-3.968482309,28,0.324987035,0.421171883,0.422,72.638,33,7.08233168,44.46372787,1.830518699,6.940167714,88.46105828,95.33333333,18.326474,UM
13,43,NA,42.9,0.151835751,0.011858014,1.001,25.196,30,4.648681617,32.88170281,1.783061346,5.376576957,26.70716583,92,6.1,L
13,90,NA,20.3,2.007778384,3.904044348,0.424,20.663,21,7.503531258,59.74188271,1.916781419,6.459693976,43.85660929,91.2,6.6,L
13,86,NA,3.8,0.482718843,1.658426613,1.438,81.096,87,10.41261258,15.05545961,0.583212918,7.399085035,95.66601243,87.75,20.43835616,H
13,227,NA,19.6,2.899261752,6.979219736,0.206,87.132,72,6.799475103,34.49926044,1.363560996,6.598024072,95.30397885,90,10.23013699,UM
13,232,NA,32.4,0.954680703,0.726751381,0.789,50.511,36,4.270357669,40.26554304,2.156150744,8.13169243,75.77957325,99,4.482191781,UM
13,101,-4.24842364,23.2,0.385585022,1.329709712,1.22,55.322,40,7.645371845,12.05227733,1.883598131,7.698700658,91.44508851,96.83333333,18.217106,H
13,165,-1.744955141,25,0.180761422,0,0.715,67.406,63,6.516639025,41.37471572,2.093166134,6.419294722,94.7341868,93.8,26.863538,H
13,91,-4.340535432,19.3,0.175260544,1.270051438,1.054,73.185,44,6.934008491,15.02145899,2.133241428,7.358125285,96.51829762,98.6,19.59726027,H
13,49,-4.910129517,12.8,0.166596716,0.258606348,0.677,86.957,94,10.4256399,13.89782494,2.143839801,7.411804831,98.54390232,89.2,18.305511,H
13,54,NA,17.8,8.054904514,11.07829635,0.783,62.851,27,6.477402839,46.44909486,1.787838566,6.057285644,76.18659317,90.83333333,18.38082192,UM
13,9,NA,38.8,0.000192111,0,0.629,43,29,4.581358035,60.49510467,1.952345666,6.99321572,86.99733578,96.6,19.84657534,LM
13,13,-5.005612258,9.2,0.098226672,1.346283609,1.299,67.965,64,5.809582138,21.55589902,1.495751156,6.690816058,96.89024929,94.5,12.385265,H
13,10,NA,24.6,1.954575935,1.61524528,1.174,17.735,27,4.468981654,46.53789097,1.910397044,5.718501689,19.57861913,69.6,7.4,L
13,59,-5.182649989,6.1,0.114958969,2.211374636,1.354,84.313,94,9.223211986,18.15204553,1.248733102,6.622421274,97.17446731,98.5,21.512295,H
13,56,-4.207206834,14.2,0.664360689,1.45673954,1.534,78.622,70,11.24806475,10.23994128,2.076784575,8.293572468,97.16672263,90.4,25.094471,H
13,68,NA,18.4,2.453803628,2.681854,0.432,55.919,41,7.877760456,75.61214496,1.817699548,6.433289685,76.3355231,90,20.3,LM
13,50,-4.464504401,15.1,0.23602849,2.043589267,1.121,77.16,80,10.78559602,13.84792905,2.362302675,7.452920564,99.11609701,94.4,19.19726027,H
13,88,NA,33.9,0.858436039,0.847227026,0.883,51.394,39,4.793091041,36.0523555,2.061342005,5.914343157,41.74594403,92.4,5.9,LM
13,238,-1.350464388,18.3,0.734830868,0.579020638,0.394,76.649,34,9.178018445,31.15847702,1.935261696,NA,96.51993558,91.4,33.403869,H
13,210,-2.962785295,23,0.060452123,0.632051878,0.891,69.358,46,7.470823676,28.21635845,2.04197786,7.615992112,92.26877706,99,14.878359,H
13,34,-2.724579503,5.1,0.721043118,6.197926001,0.959,93.587,83,8.195764425,18.50313801,0.502725361,5.797959644,98.70684049,93.8,19.812164,H
13,219,-0.219504693,43.9,2.731616095,3.469935702,0.365,31.276,31,3.246342765,62.22489803,2.626327183,6.799960527,55.63980553,72.4,12.52054795,LM
13,236,NA,15.4,8.317525466,10.12932476,0.306,50.595,30,2.989424911,56.22341669,2.119287872,6.883661435,67.10593192,83.2,10.7260274,LM
13,216,NA,43.2,0.310596308,0.110679231,1.345,71.2,27,6.097880074,57.5215342,1.670911962,6.525563058,93.52591606,99,20,UM
13,215,NA,50.6,0.141636871,0.064580085,0.91,69.268,18,2.791318153,25.1350949,1.872441008,6.178976947,75.93588163,82.8,17.1,LM
13,12,-4.640843389,9.1,0.312295412,4.459630072,0.559,61.742,75,10.65152077,13.89269816,1.822717258,6.882524538,90.46701845,83.6,20.821608,H
