year,country,R_geomean_logit,GM_PM25,sro_year,ssro_year,TempChange,Urban,CPI,CHERate,OutPocketRate,lnPopDensity,lnTravel,WASHIndex,ImmIndex,AMC,IncomeGroup
22,213,NA,23.4,1.490150739,0.991090688,1.954,63.313,49,12.20121059,77.84781859,1.993639524,5.574031268,80.29825543,92.66666667,NA,UM
22,8,NA,23.9,0.573051527,0.394583432,2.015,56.397,30,4.524957309,65.19859585,2.086803641,5.900913068,83.51769607,83,NA,UM
22,22,NA,6.8,0.126025253,0.000481759,1.611,83.245,63,8.781060285,21.73471098,1.608595488,6.253943463,NA,83.8,NA,H
22,20,NA,11.4,0,0,NA,31.191,64,7.145474503,40.5888718,2.814763127,NA,98.30345637,84.4,NA,H
22,41,NA,21.4,1.157029038,0.846234323,1.716,46.025,NA,5.362641271,21.92298761,1.238384943,5.687528961,94.08058778,80.33333333,NA,LM
22,32,NA,45.9,1.442642015,0.980080111,1.031,48.415,41,2.586518609,41.16567452,2.049699296,NA,30.1393917,74,14.92428386,LM
22,29,NA,4.9,NA,NA,NA,100,NA,NA,NA,3.07305952,4.710963132,99.94826421,NA,NA,H
22,35,NA,33.8,1.510395612,1.910286488,1.315,70.123,31,7.852764943,21.26959619,1.042115961,5.509605688,68.97465142,67.66666667,NA,LM
22,40,NA,13.9,0.070257981,0.004441582,0.493,70.877,60,6.120535738,4.644299674,0.652550764,NA,88.82438923,89.5,NA,UM
22,199,NA,6.8,NA,NA,1.317,48.515,NA,NA,NA,2.314007746,4.919078092,99.86438356,NA,NA,H
22,44,NA,36.8,5.135944384,6.835756491,NA,13.708,19,6.151820374,30.23435355,2.677484254,NA,53.16838843,89.16666667,NA,L
22,60,NA,20.4,0.010680106,0,NA,66.652,58,5.569152972,23.23270209,2.160095251,5.255272505,86.5500079,93.33333333,NA,LM
22,93,NA,42.9,2.636811811,4.424321063,1.281,57.56,25,3.770386014,68.26425312,1.748504989,NA,60.73735679,63,NA,LM
22,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,95,NA,11.9,NA,NA,1.278,100,NA,NA,NA,2.447874801,5.819543936,92.96087122,NA,NA,H
22,228,NA,31.4,0.681076552,1.078984591,1.14,42.198,26,9.39354498,51.90459986,0.933312695,NA,27.91125992,46.4,NA,L
22,224,NA,47.4,0.174907027,0.040599287,1.192,23.52,21,5.378648837,59.4835023,1.121181283,4.017033323,23.75655083,52.6,NA,L
22,98,NA,10.2,2.755467389,0.751543792,1.03,29.38,21,5.271671628,67.65149647,2.636678105,3.84509804,NA,87,NA,LM
22,62,NA,38.2,1.191050278,3.06591751,1.5,67.829,19,4.436048275,25.19023206,1.222649758,NA,57.92254102,64.66666667,NA,LM
22,103,NA,4.6,NA,NA,0.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,65,NA,16.6,10.81345947,12.56146631,NA,80.771,57,8.00899562,20.28676224,2.001452447,6.059374059,81.51977952,94.33333333,NA,UM
22,99,NA,23.8,0.982961165,1.655156308,1.334,51.706,36,3.722283986,31.99206727,1.925898689,5.824776462,44.62315415,74.8,6.110132148,LM
22,69,NA,10,0.838919442,0.177671441,1.722,77.194,47,NA,8.919973391,2.036907915,6.035829825,83.71015544,98.66666667,NA,UM
22,47,NA,18.9,3.318668565,4.320602118,1.864,62.381,18,NA,NA,2.332091347,NA,86.22255221,93.5,NA,L
22,63,NA,36.7,1.448318757,2.747836745,1.692,45.638,18,4.046467767,39.71793946,1.612335608,NA,30.50462679,71.4,NA,L
22,82,NA,37.4,0.101918727,0,1.533,78.062,27,2.096017143,26.58715015,1.672375218,NA,66.52897722,68.16666667,NA,LM
22,53,NA,11.3,0,0,1.087,71.09,55,6.104786284,29.2954472,1.982241073,5.146128036,NA,94.83333333,NA,UM
22,52,NA,13,1.186531049,0.305253573,1.488,82.54,28,4.934568251,24.64912642,2.364402468,6.439016728,69.92475703,77.33333333,NA,UM
22,160,NA,31,3.656054626,2.733499665,1.484,73.444,36,9.760882586,32.88197696,2.482449416,5.849419414,94.8822464,69.83333333,NA,LM
22,55,NA,35.1,0.259778417,0.052442062,NA,41.347,21,NA,45.24956071,1.468013741,NA,NA,93.33333333,NA,L
22,180,NA,16.3,0.602724162,0.188656762,0.77,24.171,33,6.47961044,11.28593896,1.836594564,5.538196563,64.86416048,81.83333333,NA,LM
22,231,NA,5.7,3.696333884,6.395750083,1.237,57.247,NA,3.843139472,13.66025791,1.702248443,5.225309282,77.71833588,97.66666667,NA,UM
22,58,NA,15.2,NA,NA,1.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,39,NA,4.5,NA,NA,0.829,61.975,NA,NA,NA,1.939437269,4.951337526,95.12981413,NA,NA,H
22,89,NA,29.8,3.221072933,8.09346276,1.377,90.092,30,3.423469326,20.12603301,0.949259316,NA,78.03783411,65.2,16.25873004,UM
22,61,NA,38.8,1.308058716,1.080745667,1.77,62.582,37,2.53526174,23.52103107,2.405427186,5.390935107,53.37000219,81.66666667,NA,L
22,66,NA,11,0,0,1.235,36.537,53,5.824366515,55.81088867,2.560760861,5.336459734,NA,75.6,NA,UM
22,70,NA,10.5,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,71,NA,3.1,NA,NA,NA,94.938,NA,NA,NA,2.496086161,5.515873844,96.33467372,NA,NA,H
22,84,NA,27.6,3.650754094,5.582361929,1.26,36.875,28,4.01903995,47.31013159,1.730302931,NA,52.30895216,52.2,NA,L
22,74,NA,14.4,0.932025088,0.0478053,1.537,57.088,18,3.205844736,46.90286715,2.613060535,NA,52.01420621,55.33333333,NA,LM
22,80,NA,32,3.934114008,1.905323666,1.813,58.359,24,9.025161597,50.04226142,1.95646489,5.825426118,78.98494914,80.66666667,NA,LM
22,217,NA,23.2,0.239207844,0.140338445,1.451,92.587,60,8.595335363,17.14040655,2.629242796,NA,98.83603512,97.8,NA,H
22,212,NA,18.4,1.363391838,0.208119819,1.623,56.311,44,6.636378041,15.07147162,2.415687793,6.123753653,92.27959713,94.66666667,NA,UM
22,81,NA,4,0,0,1.425,55.594,NA,11.98820503,0.10226411,2.193478461,NA,46.4607517,84.5,NA,LM
22,83,NA,16,2.584345488,1.533748796,1.427,36.856,31,5.398674258,45.90584875,1.535370691,NA,91.49177667,90.16666667,NA,LM
22,105,NA,26.1,1.547835576,0.103845795,0.791,29.028,41,12.38152368,14.55257632,1.870671412,NA,47.76672949,88.16666667,NA,LM
22,129,NA,45.1,0.007588552,9.99E-06,1.919,55.327,29,3.330932213,46.58451575,0.639945489,NA,60.30663437,73.4,NA,LM
22,132,NA,15.1,0.148128249,0.10798229,2.353,68.657,35,4.939070263,27.04390837,0.325337808,4.825426128,72.35444781,96.83333333,40.47950627,LM
22,141,NA,13.3,0.735106659,0.520474164,1.026,37.074,25,7.608297034,9.963279975,1.598219122,NA,57.17257966,77.5,NA,L
22,143,NA,12.6,0.064211681,0.006886491,0.601,52.033,51,8.843543155,7.437114574,0.480489156,5.272073802,60.76132782,88.33333333,NA,UM
22,208,NA,6.4,NA,NA,1.764,71.518,NA,NA,NA,1.173326561,4.491361694,98.98588022,NA,NA,H
22,148,NA,19.8,3.58461558,4.686230735,1.526,59.012,22,8.531510751,32.27202048,1.749272884,5.675778342,75.86349899,94.16666667,NA,LM
22,149,NA,53.7,0.020491604,0.001177566,0.776,16.626,32,6.194122529,43.35338951,1.28353329,4.929418926,25.46737287,79.33333333,NA,L
22,154,NA,4.5,0,0,NA,80.988,NA,17.95834404,11.03047727,1.591838578,4.264817814,96.51577553,91.4,NA,H
22,21,NA,12.5,17.37519554,14.61710375,1.082,13.345,27,2.515292869,8.766823496,1.333024618,4.591064607,45.24131915,40.83333333,NA,LM
22,24,NA,25.1,0.451648208,0.147518466,1.369,62.183,28,7.537438317,38.36714951,1.221653804,6.032215703,81.725154,78.66666667,NA,UM
22,36,NA,7.1,NA,NA,1.349,93.581,NA,NA,NA,2.568156332,6.589055531,86.47645369,NA,NA,H
22,114,NA,38.3,4.445796123,3.947730316,NA,17.432,54,7.311129488,10.34530869,2.726636437,NA,62.84321929,91.16666667,NA,L
22,170,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,171,NA,9.2,0,0,1.131,30.843,NA,5.452256232,44.61870658,2.263016637,5.479143239,NA,98.16666667,NA,H
22,161,NA,4.3,4.264718962,10.42526132,1.332,17.889,NA,5.197444342,11.37834741,1.888250222,4.378397894,78.76567709,81.83333333,NA,LM
22,169,NA,16.6,0,0,1.624,74.354,47,4.857763613,20.36906488,2.357460372,NA,50.7460361,90.16666667,NA,LM
22,164,NA,41.7,0.791262435,0.364323457,1.665,48.122,45,5.112712906,41.57304952,1.931300893,NA,49.10370127,86.5,NA,LM
22,163,NA,22.9,5.837706225,9.708906873,1.526,42.923,33,8.745858082,55.74467816,2.057192403,NA,34.57954727,83,NA,L
22,183,NA,8.8,4.62312084,10.01018805,1.185,24.67,42,4.424088798,3.761039362,1.392595176,3.643452686,52.42200151,82.33333333,NA,LM
22,182,NA,21.9,0.08317655,0.00087453,1.724,46.141,12,NA,NA,1.420954167,NA,45.82551143,42.8,NA,L
22,181,NA,15.9,2.381122286,5.389560482,1.682,66.149,38,6.765063834,20.51823736,0.590110596,NA,73.29482908,44.4,NA,UM
22,184,NA,18.6,2.046658933,0.639755241,1.034,27.506,25,8.115755619,65.16302591,1.837336168,NA,81.28008273,97.33333333,NA,LM
22,237,NA,10.5,3.549456995,0.776113493,1.996,31.32,40,6.765091493,6.684258635,1.941630713,NA,63.91443896,83.83333333,NA,LM
22,51,NA,40.2,1.515557922,1.452791962,1.134,42.8,29,5.964626097,61.49307737,2.190956126,5.683047038,31.34435843,75.83333333,NA,L
22,187,NA,4.4,0,0,1.398,23.099,NA,5.324433652,5.000541224,2.164906113,NA,70.83242896,99,NA,UM
22,188,NA,6.9,NA,NA,1.547,93.605,NA,NA,NA,1.668444773,5.568670971,77.99442653,NA,NA,H
22,191,NA,5.8,0,0,1.195,64.014,NA,24.88714394,0.320246486,2.566987133,NA,70.06688948,92.5,NA,UM
22,202,NA,31.2,1.926449696,2.694577753,1.236,24.954,27,4.002611263,37.44560374,2.345270374,5.674861141,39.03244277,89.2,58.2428337,L
22,186,NA,22.3,1.69925724,1.977347164,1.091,35.227,38,3.767496222,23.10044135,1.842981288,NA,40.94601597,79.16666667,NA,LM
22,203,NA,10.1,0.482420061,0.606453502,0.89,95.515,71,9.054441279,16.67701443,1.292090698,NA,99.11203027,93.33333333,NA,H
22,204,NA,30.9,0.172461918,0.081640918,1.721,50.416,26,6.811316321,53.11314216,1.890339133,NA,87.63955021,97.33333333,NA,LM
22,214,NA,50.6,0.174123248,0.038785536,NA,37.908,15,NA,NA,1.786378711,NA,55.97116573,65.83333333,NA,L
22,226,NA,10.7,NA,NA,1.923,100,NA,NA,NA,3.514667267,NA,100,NA,NA,H
22,67,NA,1.2,NA,NA,1.274,87.282,NA,NA,NA,-0.862235339,NA,65.625,NA,NA,H
22,140,NA,11.6,0.649960746,0.775631734,2.2,100,NA,NA,7.187233471,4.260431469,5.201397124,100,93,NA,H
22,173,NA,12.6,0.05492626,0.269784951,1.995,97.499,NA,8.681169162,10.00839279,2.753417071,NA,98.0385,87,NA,H
22,192,NA,27.5,0.022761392,0.003908146,1.528,52.516,19,NA,76.96175619,1.123877281,NA,98.56134358,98.33333333,NA,UM
22,174,NA,5.5,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,48,NA,39,5.378768464,12.07272601,1.479,73.1,16,3.718907504,74.1735131,1.755113355,NA,NA,59.8,NA,UM
22,229,NA,4.7,0,0,NA,100,NA,13.22375343,0.80091886,2.789404421,NA,81.67294814,96.5,NA,H
22,155,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,97,NA,4.2,NA,NA,1.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,96,NA,NA,NA,NA,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,153,NA,4.8,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,14,NA,8.4,7.213648845,5.535409086,2.562,87.916,NA,NA,10.92511013,2.218323161,6.716587578,98.12799885,97.4,NA,H
22,6,NA,10.2,NA,NA,1.281,43.697,NA,NA,NA,2.772423584,NA,98.93512087,NA,NA,H
22,206,NA,34.9,NA,NA,2.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,127,NA,11.3,NA,NA,1.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,179,NA,NA,NA,NA,2.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,145,NA,NA,0.003139684,0.006763711,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,133,NA,9.2,NA,NA,1.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,77,NA,NA,NA,NA,1.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,168,NA,5.1,NA,NA,1.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,4,NA,15.4,0.396754823,0.308090794,1.031,92.229,38,NA,NA,1.223722807,NA,NA,77.83333333,NA,UM
23,19,NA,5.3,0.26194076,0.335061873,0.629,86.362,73,NA,NA,0.523691223,NA,98.92147311,94.4,NA,H
23,18,-3.665001763,10.5,1.46689662,2.935474568,1.395,58.995,74,12.06858019,15.43394743,2.035545022,NA,99.7082422,87.6,8.824482,H
23,25,NA,60.4,0,0,2.464,89.622,42,NA,NA,3.267695893,NA,98.14820142,98.6,NA,H
23,134,NA,68.9,2.692866092,6.975385385,1.3,38.946,26,NA,NA,3.114290326,NA,67.81748672,97.16666667,NA,LM
23,28,NA,13.5,0.124855702,0.746315851,1.728,79.91,41,NA,NA,1.661214591,NA,93.32704572,97.83333333,NA,UM
23,33,-3.787126387,10,0.289146438,2.372204831,1.203,98.117,73,NA,NA,2.583038167,NA,98.73900231,94.8,17.393723,H
23,42,NA,23.3,16.17836906,9.196484912,1.707,43.008,68,NA,NA,1.309311889,NA,82.26889579,96.83333333,NA,LM
23,37,NA,23.6,1.710366639,2.067783002,1.598,49.425,35,NA,NA,1.805403015,NA,91.82930316,74.5,NA,UM
23,27,NA,18.3,2.434468756,3.873948836,1.154,87.317,38,NA,NA,1.408965669,NA,85.30029593,64.33333333,NA,UM
23,201,NA,7.3,5.874746216,10.72768182,1.458,78.554,NA,NA,NA,1.92691327,NA,99.38807974,99,NA,H
23,30,-1.227847555,18.8,0.695942026,0.327183798,1.629,76.025,42,NA,NA,1.801776109,NA,90.67835953,89.83333333,24.430223,UM
23,43,NA,37.7,0.295157504,0.044557388,1.624,31.24,42,NA,NA,1.907289602,NA,31.27506682,88.33333333,NA,L
23,90,NA,19.8,2.016693088,3.746036558,0.912,24.668,23,NA,NA,1.973026891,NA,63.41868148,87.83333333,NA,LM
23,86,NA,4.4,0.436267142,1.833956735,2.515,81.653,74,11.18505388,12.60208858,0.638439873,NA,96.15527374,89.8,NA,H
23,227,NA,16.8,2.280330732,5.86531366,0.877,87.817,67,9.100608116,28.86771728,1.418583118,NA,98.81267842,88.83333333,NA,H
23,232,-1.571524652,24.3,1.144516589,1.292945305,1.702,62.512,45,NA,NA,2.177362614,NA,90.80894155,99,NA,UM
23,101,-2.266528825,15.1,0.990582183,1.548723578,1.582,57.878,47,NA,NA,1.840842074,NA,91.3767413,92,18.15126,H
23,165,-1.270964455,17.3,0.16493719,0.003363098,1.994,66.856,53,NA,NA,2.129214037,NA,95.15111344,91.6,25.02847,H
23,91,-3.192993467,12.8,0.275160217,1.103855034,1.321,74.214,54,NA,NA,2.133884766,NA,97.25170156,93.8,13.697324,H
23,49,-4.018730504,7.7,0.358947443,0.300050316,1.69,88.24,88,11.00371781,12.38081726,2.165595434,NA,99.64775064,96,14.409921,H
23,54,NA,17.3,9.496372545,13.33709994,1.032,64.361,36,NA,NA,1.855283134,NA,80.40222588,66.66666667,NA,UM
23,9,NA,40.4,0.000167586,0,1.727,42.862,33,NA,NA,2.040450402,NA,90.86196272,96.16666667,NA,LM
23,13,-4.168593996,7.8,0.127758183,0.918815063,2.167,69.415,74,7.365786786,19.87474993,1.493219748,NA,97.29940772,88.5,10.068108,H
23,10,NA,23.2,1.764589353,1.516679588,1.516,22.174,39,NA,NA,2.027675357,NA,28.30922352,61,NA,L
23,59,-4.933354105,4.6,0.122153472,3.367225668,1.938,85.596,88,NA,NA,1.260790621,NA,97.7875585,90.6,11.285588,H
23,56,-3.624370132,9,1.039949969,2.791507628,1.337,81.242,71,NA,NA,2.092477605,NA,97.57689013,93,21.540913,H
23,68,NA,18.3,3.745733458,2.996504496,1.65,59.872,55,NA,NA,1.812134141,NA,77.72076672,87,NA,UM
23,50,-3.699447453,9.6,0.339403413,1.612362614,1.325,77.544,80,12.78467846,11.62713896,2.376792383,NA,99.20488482,92.4,NA,H
23,88,NA,32.3,1.124477742,0.996148672,1.494,57.985,43,NA,NA,2.159266584,NA,49.64561437,95,NA,LM
23,238,-0.956658254,14.6,1.472040904,0.688212129,1.655,80.038,49,NA,NA,1.916738545,NA,97.99060973,95.4,23.544786,H
23,210,-2.991187868,13.9,0.074163266,0.239492519,1.43,72.245,43,NA,NA,2.02693389,NA,97.15832044,99,11.945618,H
23,34,-4.784974022,5,0.675376661,5.689183824,0.921,93.944,74,9.647717732,14.80646251,0.567559827,NA,99.69498796,75.6,16.752218,H
23,219,NA,45.5,2.434497266,2.711393179,0.733,35.393,40,NA,NA,2.675245439,NA,75.73867506,85,NA,LM
23,236,NA,13.3,9.260831078,10.8170829,1.11,57.29,38,NA,NA,2.160310573,NA,76.70582603,67.5,NA,LM
23,216,NA,41.1,0.177554111,0.094335311,2.176,76.345,25,NA,NA,1.733919927,NA,93.99226126,98.33333333,NA,LM
23,215,NA,47.6,0.048508266,0.023505832,2.644,71.119,23,NA,NA,2.001206705,NA,84.33660536,81.16666667,NA,UM
23,12,-4.272875405,8,0.304035511,4.744463875,1.019,63.912,74,6.854791088,10.32112796,1.863684983,NA,92.20994158,74.2,17.792668,H
23,218,-1.619196819,12.8,1.30366871,1.797333812,1.569,71.346,56,9.41544246,21.75508624,2.300782228,NA,94.30795682,92,17.527643,H
23,157,NA,9.3,3.591526729,4.77782549,1.27,91.867,73,NA,NA,2.537574144,NA,99.36492621,95.83333333,NA,H
23,221,NA,29.8,0.006835319,0,1.923,91.626,49,NA,NA,2.098824169,NA,92.79972102,78.66666667,NA,UM
23,102,NA,18.5,0.643890625,0.398136505,1.421,28.493,30,NA,NA,1.96910276,NA,52.01824116,86,NA,LM
23,75,NA,18.3,1.344279452,1.238987449,1.762,81.414,62,9.149945477,26.69318192,2.724417533,NA,99.68645061,97.66666667,NA,H
23,100,NA,57.8,0.000253593,0,2.676,100,43,NA,NA,2.37749288,NA,100,94.83333333,NA,H
23,106,NA,26.2,3.340928445,4.879925969,1.287,36.939,30,NA,NA,1.507463987,NA,63.83890722,71.16666667,NA,LM
23,104,-2.961686603,13.3,0.162178093,1.084583065,1.987,68.421,59,NA,NA,1.481194036,NA,94.66965907,93.16666667,11.642317,H
23,107,NA,25.6,0.711278951,0.021780063,2.039,89.093,24,NA,NA,2.737740532,NA,73.03453604,64.8,NA,LM
23,108,NA,16.3,4.05439364,9.362475495,1.474,52.573,29,NA,NA,1.731736638,NA,41.02098549,61.66666667,NA,L
23,109,NA,32.5,0.000193665,1.63E-05,1.924,80.994,17,NA,NA,0.582956317,NA,78.77005581,73,NA,UM
23,110,-2.381811376,13.5,0.162827292,0.891861539,1.792,68.249,61,7.79022195,28.69371023,1.650644441,NA,96.5134045,89.83333333,13.672764,H
23,113,-4.066467303,8.7,0.657314262,1.759380656,1.158,91.672,81,5.60181754,8.447629777,2.395537253,NA,98.4938078,97.2,15.890224,H
23,124,NA,20.2,1.226642617,0.524935719,1.53,58.786,39,NA,NA,1.913194322,NA,77.86645901,81,NA,UM
23,116,NA,11,1.577113629,1.559151061,1.194,39.207,26,NA,NA,1.696359287,NA,31.63064477,46.16666667,NA,L
23,121,NA,16.1,1.925045108,1.740498968,0.762,17.695,35,NA,NA,2.324209576,NA,48.59914113,88,NA,L
23,122,NA,11,7.266031401,8.850045188,1.473,77.696,48,NA,NA,2.009399985,NA,93.05486811,93.83333333,NA,UM
23,123,NA,37.9,0.127053468,0.041941643,1.687,44.677,29,NA,NA,1.254115459,NA,51.61152269,68.66666667,NA,L
23,118,-3.543111307,11.8,0,0,2.123,94.81,54,NA,NA,3.209628935,NA,97.58617489,96,15.786887,H
23,128,NA,13.7,0.383433319,0.464427808,0.987,40.775,54,NA,NA,2.802170203,NA,100,85.5,NA,UM
23,142,NA,11.1,1.284092674,0.801526866,1.163,81.016,31,NA,NA,1.814109136,NA,81.32357995,88.16666667,NA,UM
23,138,NA,15.4,0.111448092,0.034654873,1.339,42.998,36,NA,NA,1.958006709,NA,87.67333613,89.16666667,NA,UM
23,79,NA,18.7,4.100606333,5.002608159,1.596,67.826,46,NA,NA,1.663116378,NA,87.42135944,70.33333333,NA,UM
23,137,NA,33.8,4.699256711,6.481882681,1.656,31.448,28,NA,NA,1.916073158,NA,73.68702492,41.83333333,NA,LM
23,147,NA,37.8,12.78111065,5.818842603,0.632,21.008,33,NA,NA,2.32122978,NA,65.80156617,90.83333333,NA,LM
23,76,-4.475566751,9.9,0.176501052,1.778853783,1.316,92.572,82,11.49736758,9.249932641,2.716614206,NA,99.02889059,93.4,8.330063,H
23,209,NA,7.6,1.977775963,5.741448409,0.982,86.789,88,NA,NA,1.288072516,NA,97.73559389,88.6,NA,H
23,150,NA,65.4,0.938078395,1.730250369,1.559,52.746,24,NA,NA,2.369788391,NA,49.2291898,55.83333333,NA,LM
23,152,-4.848941639,5.4,0.693997424,3.937963884,1.499,83.323,85,8.455054599,14.05465313,1.171638974,NA,94.98381846,96.6,13.987525,H
23,7,NA,56.5,0.011100082,1.10E-05,1.329,87.044,52,NA,NA,1.164523034,NA,95.94816235,99,NA,H
23,23,NA,49.8,0.551899031,0.206671669,1.121,37.44,28,NA,NA,2.477380549,NA,76.52564786,83.66666667,NA,LM
23,135,NA,22.7,5.15400033,6.517211768,1.287,78.5,36,NA,NA,1.420619261,NA,75.08058789,78,NA,UM
23,233,NA,19.9,7.230625944,6.783484979,1.431,47.684,33,NA,NA,2.581984764,NA,77.62782089,54.83333333,NA,LM
23,38,-1.809772899,17.2,0.13027348,0.742111383,1.466,60.075,56,6.630458738,19.55916856,2.091020538,NA,95.21701411,89.5,20.209392,H
23,156,-2.400021166,7.5,0.77494185,0.789966895,1.251,66.849,62,11.12553579,28.59600637,2.05197422,NA,97.23775945,98,15.278615,H
23,94,NA,102.2,0,0,2.165,99.278,63,NA,NA,2.369147202,NA,99.12608795,98.5,NA,H
23,115,-1.245028246,15.5,0.427123353,0.791509878,1.447,54.329,45,NA,NA,1.919606294,NA,91.45073249,86,25.661493,H
23,240,NA,10.5,0.363774367,1.22260619,1.643,74.934,29,NA,NA,0.942467489,NA,84.66785052,96.4,NA,UM
23,167,NA,67.7,0.00927808,0.000695608,2.203,84.508,53,NA,NA,1.223327842,NA,93.47053537,96.66666667,NA,H
23,162,NA,18.1,0.349209227,0.504464688,1.594,56.651,38,NA,NA,1.909951338,NA,78.81992895,89.33333333,NA,UM
23,207,NA,13.8,1.509388305,5.938270045,1.3,100,85,NA,NA,3.880556129,NA,100,94.16666667,NA,H
23,177,-2.424175977,15.2,0.351943627,0.735129339,1.287,53.82,52,NA,NA,2.054212609,NA,95.79192834,96.4,15.96658,H
23,178,-3.442878553,12.5,1.513665125,3.162870238,1.524,55.427,57,9.201956923,11.81510123,2.019905052,NA,95.983116,88.8,10.166664,H
23,144,NA,16.5,0.272944855,0.053370441,0.809,67.847,44,NA,NA,1.689836792,NA,85.4469075,85.5,NA,UM
23,205,-2.42298692,8.8,0.456828747,0.539261899,1.431,81.056,61,NA,NA,1.977184383,NA,97.87483409,92.2,20.008164,H
23,176,NA,20.5,2.54312963,3.587676886,1.034,18.86,37,NA,NA,2.554081441,NA,83.18154223,96.83333333,NA,LM
23,234,NA,41.9,0.043419585,0.003662437,1.241,35.593,20,NA,NA,1.388132421,NA,37.32229581,79.5,NA,L
23,158,-4.379311096,4.6,0.124223273,2.762575298,1.846,88.238,85,11.53001111,13.43322135,1.407796232,NA,98.77675525,84.33333333,10.061174,H
23,159,NA,10.5,3.309699034,5.237184239,1.181,73.996,84,NA,NA,2.342986231,NA,99.28295968,95.2,NA,H
23,185,NA,25.1,2.240070738,2.974154055,1.112,52.163,35,NA,NA,2.146592311,NA,82.04590993,92,NA,UM
23,190,NA,23.6,0.021718544,0.002830823,2.555,69.888,44,NA,NA,1.897255603,NA,88.92681708,94.83333333,NA,LM
23,239,NA,25.3,0.616800358,0.257133155,1.872,76.569,38,NA,NA,2.04198788,NA,93.21819439,94.83333333,NA,UM
23,241,NA,14.7,0.124682112,0.260481212,1.435,69.757,32,NA,NA,1.878424768,NA,90.19937814,83.83333333,NA,LM
23,5,NA,63.8,0.00043034,0,1.699,87.299,69,NA,NA,2.120133838,NA,99.38922332,97,NA,H
23,220,NA,8.7,0.283322558,3.690684548,0.929,84.152,78,12.2534101,12.29719611,2.442555521,NA,99.4050786,91.4,NA,H
23,130,NA,6.5,0.528637652,1.356365207,1.144,82.873,67,NA,NA,1.559880738,NA,98.78581047,92.2,NA,H
23,200,NA,18,4.230511342,6.107013896,0.734,88.325,14,NA,NA,1.504753856,NA,78.4701913,55.83333333,NA,NA
23,222,NA,23.3,3.54680187,5.536670972,1.114,38.052,39,NA,NA,2.492723007,NA,79.35120245,84.83333333,NA,LM
23,223,NA,20.7,1.317838517,2.50921306,0.822,45.192,33,NA,NA,1.418218937,NA,53.96256859,88.66666667,NA,L
23,92,NA,14.5,0.662472095,0.544501568,-0.125,32.303,23,NA,NA,1.616401565,NA,46.70778949,84.16666667,NA,LM
23,197,NA,22.9,3.155213254,2.057662306,1.406,52.245,25,NA,NA,2.203210857,NA,79.43207925,77,NA,UM
23,139,NA,20.5,0.069268883,0.027136309,1.798,64.065,39,NA,NA,1.919472827,NA,81.94357828,99,NA,LM
23,153,NA,4.4,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,64,NA,18.7,8.020339691,12.79563577,1.073,81.74,39,NA,NA,1.666819566,NA,75.11600074,86.16666667,NA,UM
23,99,NA,23,1.227585127,2.379708461,1.435,52.18,36,NA,NA,1.936561935,NA,44.94234682,64.5,NA,LM
23,85,NA,30.8,1.988746109,2.269882209,1.66,44.617,21,NA,NA,1.86500388,NA,39.95944668,50.8,NA,L
23,72,NA,18.1,3.706652975,9.549062797,0.875,26.897,39,NA,NA,0.611426797,NA,82.61834524,88,NA,UM
23,73,NA,16.5,0.176794072,0.059685503,1.465,57.821,37,NA,NA,0.847460677,NA,95.65708734,95.33333333,NA,UM
