country,year,IncomeGroup,TempChange,GM_PM25,sro_year,ssro_year,Urban,CHERate,OutPocketRate,CPI,lnPopDensity,lnTravel,WASHIndex,ImmIndex,AMC,J01A,J01B,J01C,J01D,J01E,J01F,J01G,J01M,SE.PRM.NENR,SE.SEC.NENR,AnimalmgKg,AnimalmgKg_adj,Aminoglycosides,Amphenicols,Cephalosporins,Lincosamides,Macrolides,Fluoroquinolones,Other quinolones,Penicillins,Pleuromutilins,Polypeptides,Sulfonamides,Tetracyclines,Others
66,2002,LM,0.827,41.3,0.000179849,0,42.889,5.798944769,63.76679572,34,1.873517053,6.715334684,82.32499244,97,12.91232877,0.88,0.149,3.246,1.854,1.027,0.836,0.121,0.611,88.29474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,2002,LM,0.69,24.9,2.157776077,1.093647415,60.014,7.891221893,44.85285709,34,2.462576845,5.946943271,83.81808031,85.6,4.2,0.574,0.017,1.183,0.561,0.576,0.637,0.084,0.476,91.13224,53.2061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2002,L,1.077,34.5,0.257492083,0.022951262,28.341,5.527800912,46.02207742,NA,1.401779862,5.004321374,25.39386416,89.75,3.6,0.636,0.026,1.195,0.234,0.661,0.64,0.017,0.166,64.29436,27.3134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2002,UM,1.483,11.5,0.078803618,1.350544926,69.116,4.689152727,20.55887266,56,1.512411063,6.512284063,96.22697306,95.2,12.411361,3.048,0,4.005,1.288,1.049,1.561,0.113,0.768,95.87851,88.4054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,2002,LM,0.601,17.7,0.284105831,0.199671928,22.425,5.527427764,16.88416908,NA,1.785995337,6.137037455,61.44936289,90.8,5.9,1.419,0.01,1.724,0.331,0.658,1.418,0.027,0.313,NA,33.73414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,2002,L,1.031,21.7,1.863129512,1.433589752,15.118,4.71631448,37.46262852,35,1.851705961,5.193124598,12.70431492,46,5.1,0.896,0.036,1.683,0.329,0.93,0.901,0.023,0.233,46.06448,15.0676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,2002,LM,0.72,6.2,2.622156431,4.306767184,48.692,3.250811283,12.31893585,NA,1.667624683,5.663700925,72.87720886,93.6,6,0.377,0.044,2.32,0.459,1.432,0.701,0.061,0.592,96.66751,75.86326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,2002,H,1.171,5.7,0.080780489,1.962245352,82.503,7.627698918,20.74457015,97,1.232337644,6.458637849,96.17110795,96.8,20.710108,3.957,0.002,4.65,4.945,2.056,2.981,0.033,1.183,99.262,94.39933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,2002,H,1.054,13,0.865354043,1.992176331,76.38,10.08617931,7.137968779,63,2.052665276,NA,96.97560714,90.4,30.414665,3.18,0.001,12.496,4.047,0.451,5.432,0.114,2.198,95.43218,89.28409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,2002,NA,0.801,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,2002,H,0.796,4.7,NA,NA,55.888,NA,NA,NA,1.873074813,NA,97.15184347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,2002,UM,0.662,23.6,2.875072643,6.873379493,80.368,3.327453757,54.1594059,NA,0.716590268,5.42975228,71.64806442,58.5,3.4,0.281,0.052,1.346,0.269,1,0.291,0.016,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,2002,L,1.38,39.8,0.203686271,0.049005141,49.683,10.87287598,13.05440847,NA,2.177297767,4.908485019,56.52911196,90.2,3.6,0.296,0.055,1.416,0.283,1.052,0.306,0.017,0.129,61.15713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,2002,L,1.06,17.4,3.202461425,3.681017003,52.441,7.876539855,77.12854758,24,1.842643976,5.474216264,77.71909164,75.8,15.5,2.803,0.29,4.551,1.524,1.434,2.686,0.826,1.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,2002,H,1.491,16.1,0.424983952,3.215064012,75.374,10.18960925,12.44857024,73,2.373742204,7.254523909,98.99386629,91,11.77196,2.852,0,4.461,2.866,1.127,3.062,0.055,1.466,84.71067,89.58207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,2002,L,0.825,35.8,0.834445604,0.744406099,45.275,3.117010998,54.1837748,39,1.960134574,5.683947131,34.26516469,81.6,5,0.411,0.076,1.969,0.393,1.463,0.425,0.024,0.18,59.89725,31.88805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2002,H,0.435,19,1.20311195,0.424318134,73.303,8.244176137,NA,42,1.927254137,7.173710603,94.95170681,90.5,29.541759,2.619,0.001,8.355,9.892,0.53,8.272,0.232,2.77,95.15271,84.87402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,2002,UM,0.627,11.4,0,0,35.913,6.180916203,50.98685258,NA,2.502872754,5.432969291,90.61572894,92.8,7.3,0.772,0.045,1.737,2.207,0.48,1.084,0.098,0.817,97.28518,88.54521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,2002,NA,0.695,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,2002,H,NA,3.4,NA,NA,93.334,NA,NA,NA,2.478627945,6.02489596,96.81086036,NA,15.6,0.977,0.113,6.02,1.192,3.716,1.818,0.157,1.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,2002,LM,0.556,21.6,3.055495601,2.18989537,46.005,6.377184746,62.11329802,25,2.054454846,5.946452265,71.25810539,88,4.2,0.574,0.017,1.182,0.561,0.576,0.636,0.084,0.476,84.78575,28.33468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,2002,L,1.13,30.3,2.485862898,4.014402516,31.42,5.019676827,59.32159684,NA,1.542934903,4.633468456,45.13977282,58.75,3.4,0.28,0.052,1.341,0.268,0.997,0.29,0.016,0.122,55.58913,18.04796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2002,L,1.281,32.5,0.958450989,0.749281506,37.004,6.510500112,38.16792502,NA,1.660116896,NA,36.53367185,68,2.8,0.232,0.043,1.111,0.222,0.826,0.24,0.013,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,2002,LM,1.074,19.4,2.135267885,5.388137483,28.518,2.742480847,40.30483904,NA,0.586862709,5.017033339,80.36122487,89.83333333,5.3,0.562,0.033,1.265,1.607,0.349,0.789,0.071,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,2002,L,0.953,13.9,0.928386169,0.041022403,38.935,3.435188651,48.17780187,22,2.497316203,5.683047038,47.51661684,58.25,4,0.425,0.025,0.956,1.214,0.264,0.596,0.054,0.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,2002,LM,0.776,25.9,2.214899033,0.865251081,46.61,6.249487829,51.85142514,27,1.797540147,5.896526217,64.52884421,95,4.2,0.571,0.017,1.176,0.558,0.573,0.633,0.084,0.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,2002,UM,1.423,26,0.086028021,0.152473035,65.081,7.109647342,27.51258993,49,2.054429263,7.501593239,89.96801353,98.83333333,16.270081,2.037,0,6.535,2.263,1.343,3.034,0.052,1.519,89.1568,88.99301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2002,L,0.827,35.9,2.149110823,2.099876006,28.244,4.317907786,73.37395928,27,2.567503476,6.377306251,35.49612613,62,7.150684932,0.882,0.035,1.142,0.855,0.686,0.623,0.107,2.314,78.99802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,2002,L,0.607,20.9,6.378814909,7.345466898,43.568,2.155878994,46.37796398,19,2.06906548,6.70182693,54.06572384,76,3.106849315,1.598,0.363,4.522,0.228,0.701,0.378,0.03,0.505,91.32723,50.80151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,2002,LM,1.716,38.2,0.317090581,0.165938804,65.468,4.452733434,54.74597528,NA,1.616332923,6.200029267,91.14080422,98,15.3,1.33,0.162,6.704,2.457,1.097,2.125,0.173,1.197,97.12907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,2002,LM,1.168,44.5,0.154454317,0.069986857,68.604,NA,NA,NA,1.778368706,NA,65.79326831,74.4,12.6,1.094,0.133,5.516,2.022,0.902,1.749,0.142,0.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,2002,H,0.83,9.5,0.390309984,5.29940623,59.649,6.727803508,10.46707465,69,1.75645147,6.81130684,81.92741315,82.4,30.14520548,3.613,0,8.703,2.743,1.014,2.938,0.081,0.667,94.80837,91.59308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,2002,H,0.729,23,0.257342238,0.019008814,91.33,7.154975404,27.84285861,73,2.482308113,5.935557633,96.27472346,92.8,15.3,1.709,0.002,5.771,2.428,0.638,3.056,0.065,1.402,97.89682,99.61155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,2002,H,0.913,18.7,1.637805748,1.749145062,67.382,7.876805982,24.12543305,52,2.285446449,7.803190721,94.72484444,88.25,23.35068493,0.518,0.005,8.66,4.793,0.856,6.231,0.14,2.793,98.59154,90.55396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2002,LM,0.943,17.4,1.483826084,0.255915737,52.251,4.749152358,26.9414877,40,2.386686502,6.32858345,91.8393915,94,6,0.625,0.037,1.408,1.789,0.389,0.878,0.079,0.662,91.06873,75.81995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,2002,H,0.63,12.1,2.560655686,3.551376721,81.647,7.360627907,15.97850624,71,2.543625269,6.719248398,98.609802,94.33333333,26.13150685,0.97,0.005,0.813,6.364,0.077,4.415,0.131,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,2002,LM,0.666,28.1,0.018680085,0,78.296,9.662127369,39.48170732,45,1.776600762,6.66996737,85.29449456,83.16666667,13.10958904,0.908,0.002,3.719,2.452,0.523,2.038,0.017,0.882,89.65828,78.92007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,2002,LM,2.255,14.9,0.182938224,0.130989396,56.244,3.504426067,45.89479114,23,0.740672556,6.565611725,88.16529872,96.4,13.4,2.429,0.252,3.943,1.321,1.243,2.328,0.716,1.148,91.5917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,2002,L,0.734,16.7,0.834420709,0.404157967,20.591,4.250746086,44.330842,19,1.760387495,6.000434077,46.39579803,84,15.8,2.795,0.112,5.25,1.027,2.902,2.811,0.073,0.728,59.55194,34.25671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,2002,LM,0.508,5.4,0,0,43.492,11.98562909,0.109295141,NA,2.057186952,5.077367905,36.72988574,87.25,3.8,0.237,0.027,1.46,0.289,0.901,0.441,0.038,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2002,H,1.604,46.6,0.003803902,0,100,3.126865561,21.53982134,NA,2.060287363,6.364738555,100,98.5,6.257534247,0.488,0.055,1.517,1.494,0.087,1.045,0.04,0.503,88.94481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2002,L,1.481,21.5,3.513022141,2.021514599,35.295,4.562944799,51.66136955,NA,1.415312862,5.26245109,80.9728536,98.4,11.7,2.113,0.219,3.432,1.149,1.081,2.026,0.623,0.999,86.56198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2002,L,0.664,24.6,4.179932032,8.171650604,24.044,4.121470952,49.66936732,NA,1.385425113,5.866877814,32.88154882,57,4.1,0.73,0.123,2.089,0.194,0.354,0.288,0.019,0.295,76.5676,29.97322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,2002,UM,1.73,19,0.101802561,2.041176232,67.85,5.736062014,47.5816649,37,1.56966564,6.361160995,89.02581598,95.83333333,15.865118,2.039,0.157,3.155,1.005,1.098,0.896,0.301,0.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,2002,UM,0.833,26.6,1.10445026,0.056371927,86.24,9.136839881,54.11543396,NA,2.638158876,5.980457892,64.78555237,60.25,23.36712329,1.429,0.002,5.056,2.05,0.343,1.528,0.035,1.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2002,L,0.621,28.6,1.516421297,0.346559233,20.597,6.156753688,29.22115597,NA,1.818192413,5.457881897,31.41532821,77.2,6.4,1.534,0.011,1.863,0.358,0.711,1.533,0.029,0.338,78.78223,20.91766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2002,L,0.875,18.7,3.424794419,8.82346659,45.017,2.95604053,63.96728441,NA,1.502089958,NA,41.16831897,52.75,3.6,0.294,0.054,1.407,0.281,1.046,0.304,0.017,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,2002,UM,0.905,35.1,0.000418316,1.02E-05,76.629,4.321374424,33.08924293,NA,0.487422748,5.933487288,67.74394852,92.4,12,1.038,0.126,5.234,1.918,0.856,1.659,0.135,0.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,2002,UM,1.917,18.4,0.120101865,1.918855556,66.828,6.123897189,25.60276028,48,1.739816486,6.601951404,85.25829701,81.5,21.87671233,4.838,0.19,5.958,0.69,0.785,1.426,0.396,1.102,95.3632,94.48267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,2002,H,1.393,13.7,0.359088347,1.99671928,85.299,6.793354342,13.86173862,90,2.238819084,5.946943271,97.95230907,97.5,26.204027,2.264,0.001,8.794,5.401,0.543,4.789,0.123,2.875,96.10443,79.99208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2002,L,0.58,12.6,2.373052348,2.297818233,27.663,4.975001691,37.25662737,17,1.47125008,NA,22.95188453,64.25,5,0.894,0.036,1.68,0.329,0.929,0.9,0.023,0.233,68.00256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,2002,L,0.963,20.9,1.742681847,1.360477746,14.786,2.598566437,14.80702766,29,2.096891513,5.583198774,30.35755222,70.8,4.4,0.781,0.031,1.466,0.287,0.811,0.785,0.02,0.203,NA,26.56347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,2002,UM,0.785,16.9,4.323918596,3.921313531,63.856,2.90889776,34.64449879,49,1.866179779,7.123590333,91.64841197,95,9.347945205,0.911,0.015,1.885,0.67,0.588,1.067,0.009,0.13,96.5906,74.68553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,2002,LM,0.618,14.4,0,0,30.042,7.908514241,51.88085742,NA,2.988683787,5.685741739,86.63794062,98,11.3,2.006,0.337,5.743,0.532,0.974,0.793,0.052,0.812,97.14036,47.03503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,2002,L,1.246,43.6,0.09395795,0.031933132,29.806,5.001666486,61.75144871,NA,0.991037104,4.982271233,39.63499586,66,3.4,0.279,0.052,1.339,0.267,0.995,0.289,0.016,0.122,51.61313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,2002,H,0.942,12.6,0,0,92.905,7.365079598,28.73563218,NA,3.092511208,6.171141151,99.84847287,84.75,19.5,2.176,0.002,7.346,3.09,0.813,3.89,0.082,1.784,NA,82.09974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,2002,LM,0.324,4.7,0,0,69.618,11.18852661,1.488679223,NA,2.481092121,3.77815125,87.43618502,80,6,0.376,0.044,2.317,0.459,1.431,0.7,0.061,0.592,96.30116,58.57327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,2002,NA,0.681,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,2002,L,1.353,51,0.000824968,0,39.48,4.126782678,69.98466407,NA,0.437379024,NA,37.46018472,91.5,4.4,0.366,0.068,1.754,0.35,1.303,0.379,0.021,0.16,63.36953,13.61746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,2002,UM,0.401,15.3,0.535589399,1.19790345,42.447,3.253137047,44.87164729,45,2.773354392,5.850646235,96.73389128,86.75,10.8,1.927,0.324,5.517,0.511,0.936,0.762,0.05,0.78,94.33415,73.48704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,2002,UM,0.73,13.2,1.03847396,0.564635301,75.365,5.071642673,54.35933055,36,1.71527959,8.000663963,64.11769381,96,11.61369863,1.317,0.043,2.499,1.267,1.38,1.306,0.184,1.099,97.5509,60.41548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,2002,LM,0.017,4.6,0,0,22.33,6.944241627,5.411477182,NA,2.204088961,4.281033376,62.09592119,73.83333333,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,2002,L,1.786,18.9,0.11968304,0.062112031,59.304,5.192627869,22.22118686,NA,0.207390348,5.371067862,51.30499582,97.6,10.4,1.885,0.195,3.06,1.025,0.964,1.806,0.556,0.891,89.56013,71.64472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,2002,NA,NA,24.6,4.246893535,4.485617646,60.568,NA,NA,NA,NA,5.133538908,NA,NA,20.2,3.573,0.024,7.942,2.721,1.692,2.415,0.327,1.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,2002,LM,1.108,20.7,0.116616275,0.023696036,53.99,4.061209501,53.84698419,37,1.817267665,6.67292869,61.57677844,93.5,8.742465753,0.939,0.239,4.172,0.277,0.574,0.65,0.09,0.456,84.58196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,2002,L,0.683,17.2,0.513484344,0.369525519,29.457,3.31387895,27.35884633,NA,1.376091755,5.974511693,27.50988886,79,3.7,0.664,0.027,1.247,0.244,0.689,0.667,0.017,0.173,57.0399,4.36667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,2002,L,0.676,28,5.447194271,8.411433262,27.391,2.955244654,82.23466529,NA,1.851996095,5.687528961,59.02369331,80.5,5.4,0.969,0.163,2.776,0.257,0.471,0.383,0.025,0.392,88.72686,35.51076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,2002,LM,0.918,14.4,0.049644755,0.001195843,33.766,9.776605456,6.744925177,57,0.360569898,5.902546779,49.6662518,76,6.2,1.483,0.011,1.802,0.346,0.688,1.482,0.028,0.327,91.66939,49.63457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,2002,L,0.551,31.3,9.041700513,3.905535203,14.24,4.506105646,51.95619398,NA,2.247274834,5.439332694,35.45084787,75,11.1,1.924,0.058,2.085,1.336,1.318,1.005,0.17,3.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,2002,H,1.526,15.2,0.195453151,2.441438808,79.113,8.672570408,9.812200074,90,2.679741287,6.982044979,99.08673948,96.2,9.383638,1.049,0.001,3.541,1.49,0.392,1.875,0.04,0.86,99.2999,89.33102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,2002,H,1.03,6.1,NA,NA,62.632,NA,NA,NA,1.083377932,5.017033339,95.5372349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,2002,H,0.42,7.9,1.750016343,5.674655906,86.161,7.900292526,16.0566747,95,1.175964789,6.310693312,93.20046902,86.5,34.2739726,5.725,0,9.944,1.195,1.37,2.952,0.069,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,2002,L,0.79,19.6,1.710306356,2.327786847,55.484,5.737712288,45.29000052,25,1.640493659,5.762678564,68.29406548,89.2,4.2,0.574,0.017,1.183,0.561,0.577,0.637,0.084,0.476,90.23787,38.66694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,2002,L,0.542,58.4,0.003834032,8.92E-06,16.255,4.817175879,59.4517844,NA,0.992722855,4.591064607,14.70736956,44.75,4,0.332,0.062,1.592,0.318,1.183,0.344,0.019,0.145,33.80062,5.50642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,2002,L,0.776,69.7,1.066940254,2.227963217,36.508,2.639755247,65.04915367,16,2.1531394,6.310905629,37.39293327,33.25,7.2,0.591,0.11,2.832,0.565,2.105,0.612,0.034,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,2002,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,1.031,0.119,6.354,1.258,3.922,1.919,0.166,1.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,2002,LM,0.364,28,1.202033025,0.31322766,58.13,8.784418475,42.57002755,NA,1.900038763,5.089905111,75.69058077,95.4,17,3.009,0.02,6.687,2.291,1.424,2.034,0.276,1.264,88.73456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,2002,UM,NA,3.2,NA,NA,90.316,NA,NA,NA,2.224645644,5.677606953,88.86315066,NA,16.1,1.012,0.117,6.234,1.235,3.848,1.883,0.163,1.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,2002,H,1.386,6.7,0.533215809,3.550767482,76.733,9.010653125,16.82538327,85,1.094296618,6.492900011,94.92401011,91.6,16.720146,3.056,0.002,6.791,1.289,1.137,2.174,0.057,0.419,99.72673,94.16888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,2002,UM,0.891,49.1,0.008857782,0,71.529,2.787248706,10.14918949,NA,0.890212202,6.046104787,88.90292441,98.33333333,15.3,1.322,0.161,6.667,2.444,1.09,2.114,0.172,1.19,83.29087,73.07951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,2002,L,1.021,48.8,0.566643763,0.151296873,33.38,2.67385246,51.04239666,26,2.325900481,5.697229343,55.89667407,67.25,16.16164384,4.071,0.097,2.673,0.936,2.304,1.144,0.239,1.194,55.29802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,2002,UM,0.555,5.7,0,0,69.847,7.929745015,16.83884903,NA,1.635024558,4.770852012,89.85132604,95.4,14.3,0.894,0.103,5.509,1.091,3.401,1.664,0.144,1.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,2002,UM,0.883,14.7,7.27130373,7.693965656,62.794,7.175982898,32.60339866,30,1.62306982,5.903089987,82.38404596,96.5,4.2,0.574,0.017,1.181,0.56,0.576,0.636,0.084,0.476,98.30693,62.18624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,2002,L,0.671,12.2,11.02582822,9.00338421,13.164,2.596007808,8.749374988,NA,1.114342704,NA,45.69337306,68,5.2,0.325,0.038,1.999,0.396,1.234,0.604,0.052,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,2002,LM,1.074,25.2,0.898381015,1.086681421,56.6,4.761433341,56.0724647,17,1.124050657,6.504334912,69.41223723,85.75,7.6,0.846,0.086,2.407,1.354,0.832,1.036,0.086,0.927,94.55333,52.87572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,2002,LM,0.754,25.4,4.488828828,6.207779193,73.85,4.867244912,39.94066889,40,1.329501212,NA,58.01943103,83.4,4.805479452,0.376,0.086,2.005,2.22,0.575,0.626,0.106,0.652,97.50977,65.88343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,2002,LM,0.733,20.8,4.297287277,3.75070345,45.965,2.639739987,47.76664109,26,2.435549521,6.286231854,65.8377098,80.75,5.443835616,0.151,0.034,1.582,0.568,0.369,0.444,0.005,0.396,89.63244,54.62719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,2002,UM,1.7,27.6,0.117422679,1.562619256,61.787,6.06536602,26.44940035,40,2.096275615,7.705307665,92.09524277,97.4,19.831,3.316,0,6.247,3.279,1.129,2.111,0.206,0.924,95.41977,92.09939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,2002,H,0.681,10.9,1.142702099,0.562714424,55.666,8.807529345,23.17964391,63,2.056431245,7.066102197,88.92138723,87.66666667,24.85753425,1.065,0.001,10.636,4.766,1.135,4.709,0.077,4.197,NA,79.09426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
