country,year,IncomeGroup,TempChange,GM_PM25,sro_year,ssro_year,Urban,CHERate,OutPocketRate,CPI,lnPopDensity,lnTravel,WASHIndex,ImmIndex,AMC,J01A,J01B,J01C,J01D,J01E,J01F,J01G,J01M,SE.PRM.NENR,SE.SEC.NENR,AnimalmgKg,AnimalmgKg_adj,Aminoglycosides,Amphenicols,Cephalosporins,Lincosamides,Macrolides,Fluoroquinolones,Other quinolones,Penicillins,Pleuromutilins,Polypeptides,Sulfonamides,Tetracyclines,Others
7,2017,NA,0.96,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2017,H,0.958,9.3,0,0,24.713,4.875579026,26.56862368,NA,2.316156268,6.017033339,98.37816711,95.6,17.1,1.046,0.117,5.867,2.07,0.574,3.324,0.161,3.592,94.19429,87.74032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2017,H,1.095,14.9,0.672976103,0.699823836,91.749,10.43993216,25.84117839,39,1.206669145,6.826787239,NA,88.16666667,16.7,0.668,0,8.947,1.511,0.513,2.727,0.07,2.158,99.184,90.79605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2017,UM,0.889,23.8,1.464065218,1.213679685,63.103,10.36270454,84.34807642,35,2.000750329,6.174641193,80.16554468,96,12.9,0.808,0.378,4.347,2.704,0.4,1.309,0.365,2.489,91.94625,NA,27.33853451,30.37614946,5.216021766,NA,0.004591017,NA,14.44431446,0.787776842,NA,3.01921996,0.012520956,0.001669461,0.833200089,3.01921996,NA
14,2017,H,1.141,5.5,0.205288693,0.356102166,85.904,10.6116579,16.59675885,77,0.504792331,6.945222317,98.81877433,94.2,24,4.982,0,10.169,3.843,1.171,3.077,0.139,0.556,96.38096,92.28431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2017,H,1.741,12,1.511031217,3.280656336,58.094,10.4132624,19.15275994,75,2.027803314,7.469232743,99.70861386,90,16.7,1.179,0,7.09,3.189,0.43,3.002,0.044,1.561,88.61718,87.00131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2017,UM,1.308,23.6,0.624109044,0.587251151,55.343,3.655820732,72.51227915,31,2.076308104,6.430880946,86.18385994,96.5,10.7,0.671,0.314,3.613,2.248,0.333,1.088,0.303,2.069,93.7475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2017,H,1.331,7.5,0.027692406,0,82.925,6.733814292,24.39620645,65,1.600560587,6.787885351,97.86478236,89.6,20.3,1.238,0.138,6.944,2.45,0.679,3.933,0.19,4.251,NA,65.13657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2017,LM,1.124,60,4.509500437,10.87576592,35.858,2.367201619,70.08964033,28,3.094451411,5.374748346,63.17210333,97.16666667,17.2,1.553,0,2.588,6.73,0.38,3.43,0.067,2.381,NA,63.74088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2017,H,NA,12.2,0,0,31.159,6.617398932,45.29132764,68,2.812426736,6.128722284,98.31497693,88,17.8,1.087,0.121,6.095,2.151,0.596,3.452,0.167,3.731,94.99257,95.94098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2017,UM,1.592,14.3,0.118904409,0.841690624,78.134,5.612082193,27.05755669,44,1.668374356,7.043755127,92.87138726,82.83333333,21.4,2.924,0.072,8.707,2.84,0,3.448,0.252,3.058,95.61727,96.37553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2017,H,1.731,11,0.121325765,1.135262142,97.961,10.7738471,17.90513738,75,2.574801567,6.923503067,97.7986866,94.8,22.7626,1.935,0.012,14.854,2.505,0.244,4.419,0.041,2.707,98.76482,94.94691,73.90883645,73.90883645,3.254275974,1.023920014,0.332694405,1.655180368,4.596695078,0.140195319,0.058373258,27.87412626,0.291866291,1.198674956,14.67775676,18.75648867,0.048589104
23,2017,UM,1.342,16,1.349257149,1.979920358,45.601,4.637925435,23.82065545,NA,1.215550294,6.158663981,93.61907321,88.66666667,8.5,0.522,0.058,2.926,1.033,0.286,1.658,0.08,1.791,96.18248,70.34414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2017,L,1.16,47.4,1.316617492,1.000639387,46.768,2.604068408,43.68256933,39,2.012182314,5.487138375,28.72515137,76.6,28.97176081,1.027,0.052,4.779,0.589,1.587,0.693,0.046,1.256,97.03352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2017,H,NA,4.9,NA,NA,100,NA,NA,NA,3.072923555,5.837588438,99.94895842,NA,19.5,1.19,0.133,6.676,2.356,0.653,3.781,0.183,4.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2017,LM,1.457,21.5,17.56314411,9.227021516,40.167,3.190381716,13.3064664,67,1.297165066,5.40654018,77.38339169,98,19.3,1.661,0.038,3.646,6.012,0.727,2.858,0.356,3.779,87.42576,67.06537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2017,LM,0.981,29.5,2.004676458,2.489223392,69.08,6.490201562,25.07784724,33,1.023507668,6.044931546,66.3680011,85.4,19.3,1.639,0.084,5.696,2.995,1.759,3.796,0.536,2.675,90.87779,76.1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2017,UM,1.419,27.4,1.378864851,1.750482024,47.876,8.818039513,29.11909349,38,1.82729189,5.965201701,86.27092259,77.33333333,18,1.815,0.003,6.76,2.761,1.609,2.134,0.41,2.535,NA,NA,6.766777147,7.518641274,2.196629654,0.849063292,0.10934906,0.038593786,NA,0.652878213,NA,0.675391255,0.514583813,NA,0.485638474,1.244649599,NA
29,2017,UM,0.017,16.1,0.151502921,0.112347391,68.7,6.629879423,2.993242318,61,0.627167871,6.249198357,86.63933446,92.5,9.8,1.404,0,4.253,0.542,1.536,1.01,0.057,0.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2017,UM,1.363,19.6,2.42561643,4.374872415,86.309,9.471250117,24.46793546,37,1.397006749,6.818819508,82.88162389,85.83333333,15.2,1.061,0.003,5.803,1.73,0.515,2.819,0.052,3.187,96.29925,81.72855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,2017,H,0.971,7.4,NA,NA,47.337,NA,NA,NA,2.301897717,5.525044807,99.86438356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.10811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2017,UM,0.954,20.6,0.604464874,0.219506721,74.669,7.464336952,42.19825906,43,1.814114737,7.064308207,90.02288956,93,20.469554,1.79,0.035,6.667,6.29,0.869,3.929,0.394,3.217,86.4454,89.05757,60.09181657,60.09181657,3.231522211,3.647089927,0.050737919,3.214609571,8.67014389,2.689109698,0.22952868,11.24932143,1.008718148,1.349387032,4.114603607,20.62738009,0.009664365
35,2017,L,1.212,41.7,0.290774061,0.022771114,28.743,6.056312237,31.67767786,42,1.860334898,5.155336037,29.39434185,87.33333333,20.1659251,1.079,0.055,5.025,0.62,1.669,0.728,0.048,1.32,76.42387,29.14227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2017,L,NA,31.5,4.829095828,5.831104662,12.706,7.280694264,27.69053316,22,2.637897642,5.475671188,52.79381525,88.33333333,5.1,0.59,0.017,2.344,0.292,0.8,0.409,0.025,0.582,94.87551,28.30495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,2017,LM,2,23.8,0,0,65.261,4.669541183,27.25893808,55,2.146708042,5.824776462,81.89217501,94.66666667,13.5,1.359,0.069,6.326,0.78,2.101,0.917,0.06,1.662,92.86236,71.43748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2017,LM,1.095,17.6,2.149150953,3.881896145,22.98,5.722718609,58.23595093,21,1.952705898,6.748343104,55.4798192,88.66666667,5.5,0.5,0.069,1.852,1.5,0.162,0.588,0.028,0.723,90.54321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,2017,LM,1.165,46.9,2.793135151,4.635338268,55.777,3.397524317,75.58334212,25,1.712673649,6.033825694,59.95175667,74.8,10.3,1.035,0.053,4.816,0.594,1.6,0.698,0.046,1.266,92.87395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,2017,H,1.48,4.6,0.469055761,1.796287089,81.35,10.85914279,15.3663709,82,0.610251896,7.492494983,96.07737068,90,17.9,3.066,0.001,5.986,2.883,0.791,3.23,0.082,1.809,99.8825,99.80968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2017,H,1.257,9.6,NA,NA,100,NA,NA,NA,2.423116112,6.331832044,93.01916539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,2017,L,1.224,32.9,0.671304325,0.975774672,40.98,6.665415705,56.41589124,23,0.904212735,5.029383778,28.59276444,46.4,5.5,0.558,0.028,2.598,0.32,0.863,0.376,0.025,0.683,NA,12.71989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,2017,L,1.026,54.6,0.115800488,0.030183832,22.858,4.594721461,59.21009364,20,1.078476049,4.939519253,22.49914098,44.4,6.8,0.681,0.035,3.169,0.391,1.053,0.459,0.03,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2017,H,0.873,16.4,3.288267476,7.72118451,87.49,9.0905179,33.30509659,67,1.392775849,6.882011962,98.79047987,93,11.5,1.054,0,4.872,0.705,0.205,2.696,0.055,1.913,94.74067,88.65187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2017,UM,1.572,28.4,1.119324529,1.324311908,57.96,4.997008684,36.05041032,41,2.172369504,8.185428821,86.98813653,99,8.3,0.481,0.011,1.919,2.526,0.052,1.95,0.052,1.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,2017,UM,0.82,20.4,7.274660068,11.21124046,80.446,7.678642861,15.3630108,37,1.639284181,6.608097946,73.92742561,91.5,9.5,0.773,0.023,3.527,1.101,0.435,1.99,0.177,1.382,93.13491,76.5618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,2017,L,0.95,10.9,2.467971604,0.271450047,28.784,5.26807451,63.84443899,27,2.612017056,4.447158031,71.81086311,92,8.4,0.965,0.029,3.834,0.478,1.309,0.669,0.041,0.952,79.83747,42.9786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,2017,LM,1.159,34,1.096971599,2.344580859,66.459,2.522410086,45.5901178,21,1.191895155,5.178976947,55.5928059,70.6,10.2,1.033,0.053,4.808,0.593,1.597,0.697,0.046,1.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,2017,NA,0.675,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,1.379,0.1,5.288,5.669,0.28,3.669,0.115,2.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2017,UM,NA,16.9,10.26985405,12.10865838,78.56,7.045230825,21.25538889,59,1.990353987,6.509336958,81.17956375,96,8.8,0.591,0.009,2.926,1.36,0.464,1.505,0.134,1.618,96.34224,81.86735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,2017,LM,1.468,23.5,1.055377696,1.94556413,50.326,3.246930282,39.21524276,36,1.892864598,6.255272505,42.47266942,82.2,10.2,NA,NA,NA,NA,NA,NA,NA,NA,85.57232,37.99436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,2017,H,1.523,18,0.964823235,1.259050685,56.667,6.609822047,10.96659541,49,1.867465824,7.772600387,91.26627902,93,18.571785,1.348,0.004,11.406,4.003,0.299,3.255,0.154,1.931,88.0407,92.39267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,2017,UM,1.275,9.7,1.0655548,0.272909619,76.977,NA,10.70137507,47,2.038277999,6.667826379,82.67705889,98.83333333,10.9,0.667,0.074,3.742,1.32,0.366,2.119,0.103,2.291,95.57823,84.18099,72.79652615,72.79652615,6.019638342,0.030011005,0.001850409,0.005864684,31.3066453,2.685944509,NA,1.731735098,NA,0.406624851,12.93864624,17.66956572,NA
58,2017,H,0.776,18.6,0.152764703,0,66.836,6.658437893,44.75834679,57,2.116582949,6.574031268,95.08153058,93.6,28.877902,3.5,0.001,9.3,5.81,0.29,2.89,0.073,6.21,97.49342,95.337,331.2937173,331.2937173,4.209493696,12.35261123,0.302944073,39.84914438,11.88927294,26.81147343,NA,59.73604512,17.20142563,7.653388717,23.83652298,127.4513951,NA
59,2017,H,1.616,15.1,0.222206024,0.98408101,73.675,7.391612164,14.54629686,57,2.137404371,7.54034199,96.98678732,94.2,18.5,2.078,0.002,7.493,3.071,0.941,3.794,0.077,0.962,89.3503,90.51857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2017,L,1.593,22.1,0.989305064,1.346132454,61.678,NA,NA,17,2.326155501,NA,86.07417178,98,10.7,0.657,0.015,2.583,3.243,0.074,2.472,0.068,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,2017,L,1.32,33.9,1.36618541,1.926531996,43.88,4.156466214,40.12471884,21,1.570280294,NA,30.99448795,72.6,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,2017,H,1.619,8.2,0.184805816,0.221662391,87.757,10.12673161,13.69360294,88,2.158737814,7.487647348,99.44195576,95.8,16.241777,1.47,0.001,10.5,0.33,0.82,1.75,0.059,0.58,98.53748,90.92146,28.88716858,28.88716858,2.576437638,0.449419911,0.054603894,0.709562307,4.178824598,0.004643395,0.188011963,8.798823288,2.673666681,0.144242656,3.322124341,5.78564251,0.001165401
61,2017,LM,1.811,40.4,0.051327317,0,77.648,2.468570442,26.15771579,31,1.652017195,NA,65.23757747,80.33333333,11.6,1.341,0.04,5.328,0.664,1.819,0.93,0.058,1.323,59.96016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,2017,UM,0.821,12.2,0,0,70.181,5.461717657,28.55779271,57,1.972529902,5.361727836,90.0720043,88,11.2,0.685,0.076,3.839,1.355,0.376,2.175,0.105,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,2017,UM,1.032,13.7,2.135830319,1.065398785,80.277,4.493369919,28.29240506,29,2.343200169,6.863084825,69.99395778,85.2,8.4,0.4,0.101,2.976,1.021,0.126,1.435,0.11,2.018,92.87434,70.27235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,2017,UM,1.155,17.6,10.45983217,15.09512899,63.67,7.428589059,32.42952687,32,1.827555339,6.256717746,79.1287331,82.5,17.3,1.342,0.111,5.319,2.889,2.018,2.571,0.618,2.159,91.64154,85.3386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,2017,LM,0.616,40.4,0.000106274,2.26E-05,42.705,5.346619109,56.39825319,32,2.009683044,6.918659293,89.92837962,92.66666667,23.8,1.19,0.034,11.392,3.85,0.805,2.356,0.142,3.682,97.02531,81.65996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,2017,LM,0.723,28.9,3.026080102,1.792210897,71.275,8.422804338,37.28125023,33,2.480645966,6.351603072,93.0267429,85.5,5.5,0.371,0.005,1.839,0.855,0.292,0.946,0.084,1.017,80.23355,60.18056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2017,L,1.309,41.8,0.238390079,0.05681378,39.451,NA,40.93974492,20,1.448046016,NA,NA,93.83333333,7.1,0.82,0.024,3.258,0.406,1.112,0.569,0.035,0.809,51.75237,40.69051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2017,H,1.502,6.8,0.117438031,1.36955374,68.717,6.606041123,24.80667945,71,1.488776265,6.788521887,97.26726397,92.83333333,11.590746,1.346,0,4.337,3.4,0.442,2.292,0.055,1.364,93.68129,94.36474,29.0779708,29.0779708,2.024691967,0.24956983,0.728108635,0.245032197,1.089031986,0.682913808,NA,11.28055632,3.140042226,0.494602027,1.837741476,7.033422328,0.272257996
207,2017,LM,0.688,16,0.459876534,0.093398034,23.625,6.981041801,10.49674567,39,1.825694006,6.128076013,62.79835097,87.83333333,9.9,1.432,0,4.338,0.553,1.566,1.03,0.058,0.943,82.52357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,2017,L,1.496,24.7,2.090814465,1.767399548,20.31,3.453369001,34.40161789,35,1.981697142,5.969881644,24.85036964,67.2,34.05151339,1.145,0.034,4.551,0.567,1.554,0.794,0.049,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,2017,UM,1.127,6.8,3.116917281,5.77792234,55.742,3.186911351,15.59424871,NA,1.701585943,6.011570444,77.43851927,97.66666667,8.7,0.618,0.045,2.371,2.542,0.125,1.645,0.052,1.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,2017,H,1.487,4,0.10898294,2.936461061,85.325,9.126824786,19.04597047,85,1.258251524,6.50242712,97.65790758,90.6,15.70152,3.592,0.001,5.377,5.708,1.027,0.9,0.015,0.954,98.62944,96.1047,12.36371576,12.36371576,0.081819531,0.116564812,0.399010317,0.332882203,0.457292723,0.088544424,NA,5.855140161,0.015691417,NA,2.474760619,2.542009549,NA
76,2017,H,1.796,9.5,0.684951293,1.581345807,80.18,11.37595255,9.756993625,70,2.087113747,8.316544829,97.41182179,91.4,24.69796,3.243,0,16.269,1.917,0.411,3.097,0.116,1.635,98.92727,94.66595,31.95311397,31.95311397,3.512617479,0.346283719,0.355701611,0.19290662,2.177647293,0.075599406,0.213087817,4.656218661,0.266584007,1.050895809,6.912860927,12.10794959,0.084761029
77,2017,NA,1.432,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,2017,H,0.901,4.2,NA,NA,61.784,NA,NA,NA,1.930029381,5.404833717,95.79721275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,2017,UM,1.353,26.4,3.102972651,7.180320986,88.976,2.780739505,25.15639239,32,0.919393546,NA,77.49003585,76,10.2,1.03,0.053,4.797,0.592,1.593,0.695,0.046,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,2017,L,1.741,43.6,0.649605021,0.245666296,60.599,3.354484309,26.66901281,30,2.371612078,5.717670503,52.89196024,88,7.4,0.746,0.038,3.472,0.428,1.153,0.503,0.033,0.912,76.0989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,2017,LM,0.809,18.1,2.498652256,2.227875161,58.231,6.975973764,54.76190476,56,1.814399346,6.811776022,77.99986338,92.33333333,23.8,1.488,0.696,8.011,4.984,0.738,2.413,0.672,4.587,97.91476,94.21028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,2017,H,1.653,11.5,0.263988724,1.557929912,77.261,11.34278204,12.80150278,81,2.373994039,7.573475015,99.18710748,92.4,12.74865243,1.679,0.001,4.706,5.326,0.498,2.513,0.055,1.586,90.14286,85.29882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,2017,LM,1.292,32.9,0.976595821,1.075273985,55.407,3.280671939,41.40236879,40,2.123269212,NA,46.47147162,94.83333333,7.5,0.753,0.038,3.504,0.432,1.164,0.508,0.034,0.921,85.1822,55.4414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2017,H,0.642,14.7,0.838960956,0.311217588,78.724,8.124949309,34.9952156,48,1.921344535,7.479445737,97.43886071,95.4,34.219131,2.971,0,14.12,12.158,0.398,8.253,0.102,4.35,98.22037,93.34588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,2017,UM,0.92,12,0,0,36.164,4.656493517,55.11002906,52,2.551022813,5.670245853,93.37478167,89.4,10.6,0.645,0.072,3.616,1.276,0.354,2.048,0.099,2.214,NA,87.72998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,2017,NA,0.907,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,2017,H,NA,3.8,NA,NA,94.699,NA,NA,NA,2.494479266,6.188928484,96.27089885,NA,19.9,1.423,0.103,5.457,5.85,0.289,3.785,0.119,2.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,2017,UM,1.069,22.9,4.498741356,3.109386069,50.68,5.953806231,54.13410728,28,2.176453641,6.326335861,77.66449375,89.5,5.5,0.371,0.005,1.84,0.855,0.292,0.946,0.084,1.017,85.58408,43.59611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,2017,L,1.522,31.3,3.167145275,4.677591741,35.793,3.915129584,64.59755485,27,1.697368905,4.995635195,49.75144502,52,10.2,1.025,0.052,4.773,0.589,1.585,0.692,0.046,1.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2017,L,1.674,36,2.492448886,2.303408744,42.945,7.621649217,68.41368024,17,1.825102336,4.694605199,36.40394281,78,5.6,0.566,0.029,2.633,0.325,0.875,0.382,0.025,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,2017,UM,1.149,16.8,2.619026051,6.764045763,26.538,4.319112185,28.84054818,38,0.588532532,5.392696953,81.652201,96.16666667,8.6,0.527,0.059,2.955,1.043,0.289,1.674,0.081,1.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,2017,L,1.061,14.2,1.881117311,0.125038256,54.346,3.805312273,45.40202387,22,2.595692274,6.101059355,50.78911086,61.5,7.1,0.433,0.048,2.426,0.856,0.237,1.374,0.067,1.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,2017,LM,1.034,24.5,3.907491482,2.24843872,56.457,7.00668907,49.70353091,29,1.93469257,6.331224781,77.65808617,92,5.5,0.372,0.005,1.843,0.857,0.292,0.948,0.085,1.019,80.09489,43.77822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,2017,H,1.336,18.3,0.110407186,0.268561993,71.062,6.732726236,27.26785081,45,2.030411988,7.740062528,95.89819605,99,14.560941,1.165,0.003,6.256,2.639,0.468,2.9,0.057,2.701,90.83399,89.27911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2017,LM,0.966,44.3,2.637741979,2.693909299,33.6,2.935976047,55.11247789,40,2.658458761,7.191534847,67.37745899,88.16666667,14,0.936,0.038,2.541,4.718,0.485,2.026,0.324,2.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,2017,LM,1.055,13.3,9.762448264,12.05373538,54.659,2.90417193,36.17775322,37,2.148839451,7.147367108,72.95443501,84,5.5,0.65,0.221,1.821,0.98,0.186,0.39,0.033,1.174,94.09782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,2017,UM,1.737,40,0.286258665,0.120029634,74.394,7.754341195,41.71409187,30,1.716698091,6.687261346,93.30027695,98.83333333,23.6,1.386,0.016,11.989,4.681,0.385,2.417,0.111,2.301,99.70291,81.37533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,2017,UM,1.572,47.6,0.082255122,0.038141403,70.278,4.299635312,58.04329262,18,1.960309411,NA,81.81723858,83.5,19.7,1.158,0.014,10.012,3.909,0.322,2.018,0.093,1.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,2017,H,1.264,7,0.288306129,3.861135911,62.947,7.160484674,12.60849827,74,1.84375299,7.014436528,92.00984345,75.4,20.949005,3.162,0.001,12.786,1.909,1.128,4.894,0.144,1.01,95.78041,98.6613,24.1084963,24.1084963,1.388158632,0.732812663,0.26048841,0.072047412,1.734653943,0.206126243,NA,5.043826899,0,0,4.360029702,10.03413839,NA
105,2017,H,0.735,22.5,0.077268826,0.003446653,92.336,7.524997421,22.43102759,62,2.604925411,6.586924708,98.39981935,97.6,18.6,2.112,0.001,9.026,2.28,0.506,2.726,0.082,1.676,97.01884,98.63822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,2017,H,1.606,14.3,1.004344525,1.045350896,70.144,8.67018696,23.8060479,50,2.311141047,7.953909423,94.51023803,92.4,20.907234,0.597,0.001,12.002,2.841,0.483,4.244,0.096,3.594,95.65574,94.66346,126.8732909,126.8732909,5.116866841,2.748019979,0.537914516,9.566504073,10.45995132,1.403748824,1.288676906,32.53691875,4.245571025,2.371436206,17.47179607,36.26927681,2.854827148
107,2017,UM,1.076,16.6,1.660327136,0.343035988,55.378,6.148594121,16.75406614,44,2.413826796,6.631037697,92.06467751,93.66666667,7,0.431,0.048,2.414,0.852,0.236,1.368,0.066,1.478,82.51691,73.20201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
